##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"02 - Judiciária";"03 - Essencial à Justiça";"04 - Administração";"05 - Defesa Nacional";"06 - Segurança Pública";"07 - Relações Exteriores";"08 - Assistência Social";"09 - Previdência Social";"10 - Saúde";"11 - Trabalho";"12 - Educação";"13 - Cultura";"14 - Direitos da Cidadania";"15 - Urbanismo";"16 - Habitação";"17 - Saneamento";"18 - Gestão Ambiental";"19 - Ciência e Tecnologia";"20 - Agricultura";"21 - Organização Agrária";"22 - Indústria";"23 - Comércio e Serviços";"24 - Comunicações";"25 - Energia";"26 - Transporte";"27 - Desporto e Lazer";"28 - Encargos Especiais";"Despesas (Exceto Intraorçamentárias)";"Despesas (Intraorçamentárias)";lof_relativo_med
Prefeitura Municipal de Porto Xavier - RS; 4315107; RS; 10779; 2.37% / 906906.32 / 645782.34; 0.81% / 105351.92 / 16369.89; 0.02% / 0 / 1906.20; 3.49% / 2418569.29 / 2802944.16; 0.00% / 0 / 0.00; 0.03% / 13408.71 / 9875.21; 0.00% / 0 / 0.00; 1.85% / 919991.88 / 715766.37; 10.79% / 1531998.28 / 343066.22; 1.51% / 5217213.25 / 5050399.81; 0.04% / 0 / 4693.64; 17.96% / 5554690.38 / 7533575.46; 1.50% / 122030.88 / 287024.70; 0.19% / 22279.69 / 1801.52; 11.91% / 155297.73 / 1468030.19; 0.29% / 35412.25 / 3579.19; 6.14% / 829772.84 / 153236.08; 0.30% / 52514.10 / 18928.63; 0.67% / 73338.76 / 0.00; 6.51% / 916431.08 / 199088.07; 0.00% / 0 / 0.00; 0.02% / 0 / 1805.75; 0.43% / 55355.33 / 7525.10; 0.04% / 0 / 4545.82; 1.73% / 233530.49 / 42387.93; 4.43% / 818802.37 / 330524.92; 0.54% / 73382.81 / 132412.06; 4.90% / 892554.74 / 352630.49; 7.45% / 20948833.10 / 20127899.74; 14.07% / 1574123.24 / 23816.06; 1.53
Prefeitura Municipal de Arraias - TO; 1702406; TO; 10805; 2.06% / 881544.16 / 620758.49; 0.64% / 93500.00 / 12951.70; 0.02% / 0 / 1906.20; 7.59% / 2136998.82 / 3096445.96; 0.00% / 0 / 433.19; 0.08% / 460.80 / 10280.83; 0.00% / 0 / 0.00; 0.25% / 798352.66 / 830131.56; 2.34% / 0 / 295781.69; 15.68% / 3350403.67 / 5332159.79; 0.00% / 0 / 277.05; 17.54% / 5623432.75 / 7839896.40; 0.41% / 322573.59 / 271307.08; 0.00% / 0 / 0.00; 0.75% / 1657497.40 / 1751844.81; 0.03% / 0 / 4377.88; 1.70% / 0 / 214276.17; 1.65% / 243970.32 / 34875.46; 0.00% / 0 / 0.00; 1.07% / 102163.47 / 236907.51; 0.52% / 65872.86 / 0.00; 0.01% / 0 / 1805.75; 0.06% / 0 / 7897.83; 0.01% / 0 / 1470.07; 1.23% / 194992.92 / 40038.52; 9.72% / 1533139.26 / 305012.41; 0.03% / 149529.09 / 153047.46; 2.75% / 0 / 347691.24; 33.68% / 17154431.77 / 21411575.06; 0.19% / 0 / 23816.06; 1.71
Prefeitura Municipal de São Bento do Sapucaí - SP; 3548609; SP; 10848; 6.09% / 0 / 614263.20; 0.13% / 0 / 12951.70; 0.02% / 0 / 1906.20; 5.94% / 3706211.42 / 3106631.77; 0.01% / 980.00 / 433.19; 0.09% / 0 / 9178.65; 0.00% / 0 / 0.00; 1.94% / 1006050.85 / 810192.30; 4.75% / 0 / 479065.12; 2.22% / 5099898.97 / 5324102.59; 0.00% / 0 / 0.00; 0.47% / 7846637.00 / 7799696.34; 0.19% / 215545.77 / 234735.26; 0.00% / 0 / 0.00; 10.92% / 2837160.08 / 1735216.66; 0.09% / 0 / 8641.79; 2.00% / 0 / 201674.70; 0.34% / 0 / 34615.99; 0.01% / 0 / 744.62; 3.08% / 546990.22 / 236113.55; 0.00% / 0 / 0.00; 0.01% / 0 / 1365.00; 21.47% / 2176883.50 / 10689.57; 0.01% / 0 / 1510.89; 0.17% / 0 / 17523.00; 4.50% / 738561.29 / 284540.66; 1.29% / 287545.31 / 157301.37; 3.34% / 0 / 337212.27; 30.15% / 24462464.41 / 21420306.40; 0.77% / 0 / 77784.34; 1.68
Prefeitura Municipal de São Carlos - SC; 4216008; SC; 10849; 1.07% / 847180.49 / 614263.20; 0.06% / 0 / 12951.70; 0.01% / 0 / 1906.20; 5.04% / 2009958.70 / 3106631.77; 0.00% / 0 / 433.19; 1.39% / 312438.35 / 9178.65; 0.00% / 0 / 0.00; 0.81% / 633303.81 / 810192.30; 2.20% / 0 / 479065.12; 4.72% / 6352017.67 / 5324102.59; 0.00% / 0 / 0.00; 8.01% / 6055168.95 / 7799696.34; 0.84% / 51585.78 / 234735.26; 0.10% / 22771.81 / 0.00; 1.28% / 1457500.98 / 1735216.66; 0.23% / 58259.62 / 8641.79; 0.24% / 149054.63 / 201674.70; 0.16% / 0 / 34615.99; 0.00% / 0 / 744.62; 4.93% / 1308779.74 / 236113.55; 0.00% / 0 / 0.00; 2.96% / 645128.78 / 1365.00; 5.54% / 1218153.65 / 10689.57; 0.01% / 0 / 1510.89; 1.64% / 375080.94 / 17523.00; 18.10% / 4226794.14 / 284540.66; 2.03% / 599298.70 / 157301.37; 7.11% / 1884477.92 / 337212.27; 31.16% / 28206954.66 / 21420306.40; 0.36% / 0 / 77784.34; 1.72
Prefeitura Municipal de Ministro Andreazza - RO; 1101203; RO; 10860; 3.78% / 1035470.38 / 614263.20; 0.12% / 0 / 12951.70; 0.02% / 0 / 1906.20; 29.11% / 6349006.47 / 3106631.77; 0.00% / 0 / 433.19; 0.08% / 0 / 9178.65; 0.00% / 0 / 0.00; 0.34% / 772497.84 / 810192.30; 4.30% / 0 / 479065.12; 6.61% / 4587276.89 / 5324102.59; 2.69% / 300074.57 / 0.00; 2.65% / 8095254.26 / 7799696.34; 2.11% / 0 / 234735.26; 0.11% / 12000.00 / 0.00; 15.58% / 0 / 1735216.66; 0.08% / 0 / 8641.79; 1.81% / 0 / 201674.70; 0.09% / 24561.60 / 34615.99; 0.01% / 0 / 744.62; 10.34% / 1388183.80 / 236113.55; 0.00% / 0 / 0.00; 0.01% / 0 / 1365.00; 0.10% / 0 / 10689.57; 0.93% / 105284.72 / 1510.89; 0.16% / 0 / 17523.00; 2.55% / 0 / 284540.66; 0.04% / 161227.62 / 157301.37; 1.71% / 147263.50 / 337212.27; 13.98% / 22978101.65 / 21420306.40; 0.70% / 0 / 77784.34; 1.64
Prefeitura Municipal de Dois Irmãos do Buriti - MS; 5003488; MS; 10880; 3.27% / 1224176.08 / 615188.36; 0.07% / 0 / 12951.70; 0.25% / 47135.88 / 0.00; 12.15% / 5415195.49 / 3152968.37; 0.00% / 0 / 433.19; 0.07% / 0 / 13182.08; 0.00% / 0 / 0.00; 0.39% / 755211.65 / 828631.78; 2.23% / 0 / 414555.04; 28.42% / 0 / 5288784.51; 0.04% / 0 / 8058.16; 13.30% / 5009162.78 / 7484062.06; 1.20% / 0 / 223286.82; 4.66% / 868162.12 / 0.00; 1.44% / 2022319.10 / 1753688.90; 0.05% / 0 / 8641.79; 1.01% / 65554.57 / 253577.75; 0.20% / 0 / 36387.58; 0.00% / 0 / 744.62; 0.96% / 401455.94 / 222833.39; 0.00% / 0 / 0.00; 1.69% / 315506.96 / 1849.75; 0.02% / 2950.00 / 6521.18; 0.01% / 0 / 1300.92; 1.77% / 365515.23 / 35273.69; 0.58% / 136893.07 / 244945.18; 0.83% / 0 / 154459.82; 1.44% / 0 / 268261.71; 23.65% / 16629238.87 / 21030588.35; 0.29% / 0 / 54368.28; 3.23
Prefeitura Municipal de Fontoura Xavier - RS; 4308300; RS; 10916; 8.11% / 0 / 615188.36; 0.17% / 0 / 12951.70; 0.00% / 0 / 0.00; 7.76% / 3741480.85 / 3152968.37; 0.32% / 24702.53 / 433.19; 0.17% / 0 / 13182.08; 0.00% / 0 / 0.00; 4.82% / 462653.69 / 828631.78; 5.46% / 0 / 414555.04; 9.41% / 4574672.16 / 5288784.51; 0.11% / 0 / 8058.16; 7.97% / 6879229.08 / 7484062.06; 2.70% / 18800.00 / 223286.82; 0.00% / 0 / 0.00; 0.91% / 1684751.65 / 1753688.90; 0.11% / 0 / 8641.79; 3.51% / 519780.07 / 253577.75; 0.48% / 0 / 36387.58; 0.01% / 0 / 744.62; 12.75% / 1190072.23 / 222833.39; 0.00% / 0 / 0.00; 2.10% / 161036.50 / 1849.75; 0.73% / 61887.25 / 6521.18; 0.96% / 74327.00 / 1300.92; 0.46% / 0 / 35273.69; 1.21% / 153212.17 / 244945.18; 5.03% / 535931.03 / 154459.82; 16.49% / 1519157.11 / 268261.71; 7.53% / 21601693.32 / 21030588.35; 0.72% / 0 / 54368.28; 1.58
Prefeitura Municipal de Redentora - RS; 4315404; RS; 10938; 2.28% / 824831.00 / 585313.16; 0.06% / 0 / 6022.31; 0.00% / 0 / 0.00; 4.40% / 2653842.31 / 3115343.10; 0.26% / 27790.60 / 433.19; 0.11% / 0 / 11327.76; 0.00% / 0 / 0.00; 1.72% / 996660.46 / 816529.81; 5.68% / 990500.46 / 394256.78; 6.17% / 4460107.98 / 5107178.97; 4.89% / 525825.31 / 13166.75; 20.65% / 5358715.88 / 7525242.04; 2.00% / 3809.68 / 213329.08; 0.99% / 103906.76 / 0.00; 13.42% / 361206.58 / 1768641.40; 1.25% / 140090.92 / 8641.79; 1.85% / 0 / 193986.02; 0.53% / 9446.90 / 64923.84; 0.01% / 0 / 744.62; 8.68% / 1139675.41 / 229226.42; 0.00% / 0 / 0.00; 0.02% / 0 / 1849.75; 0.51% / 59926.59 / 6521.18; 0.00% / 0 / 57.24; 0.37% / 0 / 39033.17; 10.56% / 1329405.76 / 221380.93; 0.16% / 136256.09 / 153500.92; 5.41% / 815461.06 / 247744.47; 7.50% / 19937459.75 / 20724394.71; 0.52% / 0 / 54368.28; 1.60
Prefeitura Municipal de São José do Calçado - ES; 3204807; ES; 11000; 1.98% / 1139363.44 / 669176.48; 0.81% / 195874.84 / 4181.81; 0.02% / 0 / 5137.00; 1.81% / 2659919.04 / 3089457.06; 0.00% / 0 / 433.19; 0.03% / 0 / 7925.38; 0.00% / 0 / 0.00; 5.54% / 2179731.46 / 867600.48; 2.33% / 46693.85 / 598079.05; 6.99% / 6799400.89 / 5142397.80; 0.06% / 0 / 13166.75; 1.15% / 7012985.19 / 7285291.97; 0.11% / 213104.88 / 238127.76; 0.00% / 0 / 0.00; 9.64% / 4154674.56 / 1869482.70; 0.05% / 0 / 11242.02; 0.78% / 0 / 183825.40; 0.19% / 20858.62 / 66132.73; 0.00% / 0 / 744.62; 8.04% / 2273926.81 / 367779.86; 0.00% / 0 / 0.00; 0.01% / 0 / 1849.75; 0.03% / 0 / 8127.02; 0.00% / 0 / 473.73; 0.17% / 0 / 41391.67; 1.06% / 0 / 252004.60; 1.78% / 602870.45 / 180662.18; 15.00% / 3795578.96 / 241155.72; 41.99% / 31094982.99 / 21145846.76; 0.42% / 0 / 98624.36; 1.58
Prefeitura Municipal de Benedito Novo - SC; 4202206; SC; 11037; 4.63% / 346721.86 / 730077.08; 0.05% / 0 / 4181.81; 0.08% / 0 / 6465.59; 8.35% / 2102787.69 / 2794732.63; 0.01% / 0 / 433.19; 4.27% / 365649.20 / 11481.26; 0.00% / 0 / 0.00; 2.50% / 642699.52 / 850102.04; 3.18% / 380823.34 / 644151.54; 3.96% / 5354114.08 / 5025542.41; 0.16% / 0 / 13166.75; 23.85% / 4956571.66 / 6932825.31; 0.79% / 368271.30 / 302774.74; 1.75% / 144759.44 / 0.00; 17.43% / 3236070.15 / 1791523.21; 0.14% / 0 / 11242.02; 2.06% / 0 / 170539.49; 0.75% / 0 / 62484.67; 0.01% / 0 / 744.62; 7.86% / 1028540.37 / 376761.26; 0.00% / 0 / 0.00; 0.02% / 0 / 1849.75; 0.19% / 0 / 15590.40; 0.01% / 0 / 473.73; 4.10% / 410399.60 / 70205.84; 3.44% / 0 / 284916.94; 6.59% / 742629.34 / 196078.76; 0.02% / 292069.35 / 290436.23; 2.61% / 20372106.90 / 20588781.29; 1.19% / 0 / 98624.36; 1.51
Prefeitura Municipal de Caetanópolis - MG; 3109907; MG; 11046; 0.38% / 774705.42 / 730077.08; 0.04% / 0 / 4181.81; 0.06% / 0 / 6465.59; 10.88% / 1533430.92 / 2794732.63; 0.00% / 0 / 433.19; 0.31% / 47756.94 / 11481.26; 0.00% / 0 / 0.00; 1.02% / 731586.56 / 850102.04; 5.56% / 0 / 644151.54; 1.73% / 4824453.27 / 5025542.41; 2.47% / 299616.27 / 13166.75; 21.97% / 4385965.64 / 6932825.31; 4.91% / 872317.09 / 302774.74; 0.00% / 0 / 0.00; 3.53% / 1381766.55 / 1791523.21; 0.10% / 0 / 11242.02; 0.59% / 238487.82 / 170539.49; 0.47% / 8095.00 / 62484.67; 0.01% / 0 / 744.62; 2.91% / 39465.35 / 376761.26; 0.00% / 0 / 0.00; 0.02% / 0 / 1849.75; 0.13% / 0 / 15590.40; 0.00% / 0 / 473.73; 0.61% / 0 / 70205.84; 1.59% / 469404.56 / 284916.94; 0.54% / 132908.37 / 196078.76; 10.09% / 1459871.79 / 290436.23; 29.23% / 17199831.55 / 20588781.29; 0.85% / 0 / 98624.36; 1.62
Prefeitura Municipal de Santana do Mundaú - AL; 2708105; AL; 11070; 0.15% / 756707.60 / 726314.28; 0.00% / 0 / 0.00; 0.03% / 0 / 6465.59; 17.53% / 6196305.51 / 2692480.32; 0.00% / 0 / 0.00; 0.04% / 0 / 8544.91; 0.00% / 0 / 0.00; 20.38% / 4925524.12 / 853562.74; 10.89% / 2784049.87 / 607320.51; 2.53% / 4538829.91 / 5045349.80; 0.07% / 0 / 13166.75; 18.96% / 3170493.37 / 6958693.54; 1.52% / 0 / 303197.55; 0.01% / 0 / 2428.33; 6.72% / 492438.25 / 1834291.89; 0.06% / 0 / 11348.34; 0.66% / 0 / 132820.78; 0.25% / 0 / 49649.96; 0.00% / 0 / 744.62; 1.87% / 12501.51 / 386604.03; 0.00% / 0 / 0.00; 0.01% / 0 / 1849.75; 0.07% / 0 / 14857.92; 0.01% / 0 / 1978.51; 0.30% / 0 / 60741.38; 1.32% / 2.00 / 263771.04; 0.86% / 0 / 172055.79; 0.79% / 427130.02 / 268361.17; 14.45% / 23303982.16 / 20416599.53; 0.49% / 0 / 98624.36; 2.10
Prefeitura Municipal de Duas Barras - RJ; 3301603; RJ; 11096; 2.56% / 1847438.43 / 731459.52; 0.00% / 0 / 0.00; 0.01% / 0 / 6465.59; 5.50% / 5043172.52 / 2646070.46; 0.00% / 0 / 0.00; 0.95% / 421088.10 / 8544.91; 0.00% / 0 / 0.00; 0.81% / 1169087.26 / 816629.95; 8.68% / 4272117.16 / 487253.61; 13.97% / 10986547.29 / 4897943.60; 0.03% / 0 / 13166.75; 5.44% / 9381221.59 / 7010847.99; 0.33% / 169171.61 / 314574.96; 0.01% / 0 / 2428.33; 0.66% / 2079545.32 / 1790243.98; 0.01% / 0 / 6405.23; 0.30% / 0 / 132478.17; 2.52% / 1151533.49 / 55149.91; 0.00% / 0 / 744.62; 2.58% / 1469048.59 / 346071.99; 0.00% / 0 / 0.00; 0.01% / 0 / 5709.10; 2.33% / 1030759.64 / 14857.92; 0.00% / 0 / 1978.51; 0.14% / 0 / 60741.38; 3.02% / 1585509.39 / 267999.34; 0.15% / 229129.01 / 162261.84; 0.72% / 581192.69 / 267225.91; 49.03% / 41416562.09 / 20047253.59; 0.22% / 0 / 97391.06; 1.56
Prefeitura Municipal de Brotas de Macaúbas - BA; 2904506; BA; 11158; 0.99% / 871369.40 / 742525.19; 0.06% / 0 / 7771.66; 0.05% / 0 / 6465.59; 20.52% / 5245636.71 / 2573505.21; 0.00% / 0 / 0.00; 0.03% / 0 / 3775.67; 0.00% / 0 / 0.00; 0.95% / 670165.10 / 793440.36; 3.42% / 0 / 445020.69; 2.38% / 5221775.61 / 4912172.10; 0.12% / 0 / 15120.23; 20.26% / 9487629.44 / 6849091.34; 0.59% / 456575.49 / 379743.99; 2.42% / 317439.38 / 2428.33; 8.23% / 855452.52 / 1927059.58; 0.05% / 0 / 6405.23; 0.60% / 0 / 78237.36; 0.51% / 0 / 66934.46; 0.00% / 0 / 0.00; 3.03% / 5728.60 / 400904.70; 0.00% / 0 / 0.00; 0.04% / 0 / 5224.35; 0.15% / 0 / 20170.59; 0.02% / 0 / 2355.63; 0.33% / 0 / 43309.34; 2.43% / 0 / 316590.97; 0.82% / 60202.40 / 166453.54; 2.51% / 616175.04 / 289886.49; 28.82% / 23808149.69 / 20054592.62; 0.69% / 0 / 89319.89; 1.88
Prefeitura Municipal de Paraúna - GO; 5216403; GO; 11187; 2.16% / 1718160.86 / 768075.89; 0.02% / 0 / 7771.66; 0.02% / 0 / 6644.09; 10.83% / 7508411.27 / 2747059.02; 0.00% / 0 / 0.00; 0.01% / 0 / 3998.71; 0.00% / 0 / 0.00; 2.89% / 2144405.38 / 875517.56; 3.55% / 1994322.76 / 435144.89; 7.87% / 8447375.58 / 4987064.18; 0.02% / 0 / 10011.65; 9.30% / 11192956.75 / 7107490.90; 0.88% / 0 / 387285.53; 0.32% / 143667.64 / 2428.33; 1.90% / 2793490.98 / 1957125.29; 0.01% / 10096.20 / 6405.23; 0.23% / 0 / 102273.89; 0.53% / 271165.97 / 38888.12; 0.00% / 0 / 0.00; 0.51% / 625395.71 / 400596.23; 0.00% / 0 / 0.00; 0.01% / 0 / 5224.35; 0.04% / 6323.54 / 22560.27; 0.01% / 0 / 2355.63; 3.44% / 1551757.03 / 39447.21; 0.41% / 200761.97 / 382727.20; 0.38% / 331449.65 / 165979.35; 6.21% / 3011378.72 / 284059.08; 48.25% / 41951120.01 / 20746134.25; 0.21% / 0 / 90225.09; 2.05
Prefeitura Municipal de Peixe - TO; 1716604; TO; 11209; 4.18% / 1865388.19 / 766489.33; 0.03% / 0 / 7771.66; 0.54% / 147322.29 / 6644.09; 4.92% / 4070873.71 / 2778742.51; 0.00% / 0 / 0.00; 0.02% / 0 / 4018.71; 0.00% / 0 / 0.00; 2.90% / 1664547.43 / 902175.92; 0.46% / 234911.17 / 354631.18; 8.15% / 7217409.09 / 5075099.21; 0.04% / 0 / 10011.65; 10.78% / 9893981.97 / 7060801.67; 3.18% / 1216706.18 / 380132.03; 0.01% / 0 / 2428.33; 5.79% / 3535577.22 / 2012925.78; 0.01% / 0 / 1805.00; 1.25% / 439200.12 / 111529.38; 3.98% / 1087145.13 / 41675.60; 1.15% / 302806.45 / 0.00; 1.12% / 45117.40 / 339845.46; 0.00% / 0 / 0.00; 0.02% / 0 / 5224.35; 1.13% / 318521.37 / 22560.27; 0.01% / 0 / 2355.63; 0.15% / 0 / 39147.21; 1.54% / 63101.33 / 466985.55; 0.50% / 31809.42 / 163136.68; 1.96% / 819374.09 / 304893.47; 46.02% / 32953792.56 / 20861030.66; 0.18% / 0 / 46014.60; 2.16
Prefeitura Municipal de Presidente Kennedy - ES; 3204302; ES; 11221; 0.40% / 1350568.29 / 741063.73; 0.01% / 0 / 7771.66; 0.00% / 0 / 3541.51; 25.66% / 42159049.65 / 2717764.55; 0.00% / 0 / 0.00; 0.00% / 0 / 3798.91; 0.00% / 0 / 0.00; 0.47% / 204142.40 / 920504.97; 0.22% / 0 / 330460.89; 5.33% / 13397629.63 / 5199176.62; 0.03% / 59081.50 / 10011.65; 12.17% / 26123637.00 / 7414754.56; 0.07% / 219934.31 / 333276.29; 0.00% / 0 / 4466.86; 0.52% / 1041338.50 / 1840159.57; 0.00% / 0 / 1805.00; 0.37% / 668845.79 / 98800.50; 1.11% / 1748026.16 / 44809.65; 0.00% / 0 / 0.00; 1.08% / 2012618.60 / 359758.67; 0.00% / 0 / 0.00; 0.00% / 0 / 5224.35; 0.00% / 25839.76 / 26807.76; 0.00% / 0 / 1939.14; 0.02% / 0 / 37202.89; 1.46% / 2763349.47 / 524702.03; 2.19% / 3517360.47 / 155417.76; 0.15% / 576589.46 / 343785.35; 48.63% / 95868010.99 / 21127004.86; 0.11% / 0 / 163675.33; 2.27
Prefeitura Municipal de Primeiro de Maio - PR; 4120507; PR; 11222; 6.21% / 0 / 741063.73; 1.74% / 215560.35 / 7771.66; 0.03% / 0 / 3541.51; 3.54% / 2295633.72 / 2717764.55; 1.92% / 229016.75 / 0.00; 0.03% / 724.39 / 3798.91; 0.00% / 0 / 0.00; 3.18% / 540812.56 / 920504.97; 14.77% / 2093903.65 / 330460.89; 4.21% / 5701545.86 / 5199176.62; 7.91% / 954473.71 / 10011.65; 16.34% / 5463959.18 / 7414754.56; 0.86% / 230355.68 / 333276.29; 0.04% / 0 / 4466.86; 0.05% / 1833902.02 / 1840159.57; 5.93% / 709811.05 / 1805.00; 0.31% / 61770.08 / 98800.50; 0.44% / 97683.64 / 44809.65; 0.00% / 0 / 0.00; 2.05% / 114575.24 / 359758.67; 0.00% / 0 / 0.00; 0.82% / 102856.84 / 5224.35; 1.77% / 238617.49 / 26807.76; 0.02% / 0 / 1939.14; 3.49% / 453775.02 / 37202.89; 5.45% / 1174838.68 / 524702.03; 0.86% / 257892.35 / 155417.76; 2.88% / 0 / 343785.35; 13.78% / 22771708.26 / 21127004.86; 1.37% / 0 / 163675.33; 2.48
Prefeitura Municipal de Balneário Arroio do Silva - SC; 4201950; SC; 11248; 1.62% / 1010472.27 / 784008.77; 1.44% / 214113.09 / 12571.24; 0.03% / 0 / 3541.51; 4.78% / 2233354.29 / 2903949.37; 0.00% / 0 / 0.00; 0.02% / 0 / 2213.35; 0.00% / 0 / 0.00; 1.51% / 669016.94 / 880692.70; 1.99% / 0 / 278858.66; 8.18% / 3864773.62 / 5011392.58; 0.07% / 0 / 10011.65; 7.13% / 6387636.79 / 7387714.94; 1.85% / 53212.00 / 313273.94; 0.03% / 0 / 4466.86; 33.87% / 6599855.19 / 1851307.83; 0.01% / 0 / 1805.00; 0.04% / 73595.56 / 67348.89; 0.31% / 3685.70 / 47598.85; 0.00% / 0 / 0.00; 2.18% / 0 / 306363.22; 0.00% / 0 / 0.00; 0.04% / 0 / 5224.35; 8.63% / 1229455.33 / 19785.86; 0.01% / 0 / 1939.14; 0.11% / 0 / 14965.54; 3.31% / 0 / 463822.24; 3.83% / 671908.43 / 135516.64; 0.25% / 273734.60 / 308221.68; 17.60% / 23284813.81 / 20816594.81; 1.17% / 0 / 163675.33; 1.61
Prefeitura Municipal de Godofredo Viana - MA; 2104305; MA; 11262; 4.30% / 0 / 811950.34; 0.07% / 0 / 12692.57; 0.01% / 0 / 2212.92; 6.84% / 4540359.48 / 3248419.96; 0.00% / 0 / 0.00; 0.00% / 0 / 243.04; 0.00% / 0 / 0.00; 2.66% / 382278.59 / 885632.02; 1.45% / 0 / 273098.86; 1.88% / 4619805.38 / 4974034.83; 0.00% / 9230.00 / 10011.65; 14.26% / 10145116.26 / 7451056.29; 3.93% / 1067243.74 / 325634.70; 0.01% / 0 / 2038.52; 16.53% / 4974222.85 / 1852783.80; 0.01% / 0 / 1805.00; 3.21% / 677376.90 / 70321.00; 0.23% / 93145.33 / 49203.74; 0.00% / 0 / 0.00; 1.34% / 37240.00 / 290406.93; 0.00% / 0 / 0.00; 0.03% / 0 / 5224.35; 0.10% / 0 / 19785.86; 0.01% / 0 / 1939.14; 0.36% / 76250.00 / 8511.17; 4.20% / 1278932.77 / 484722.52; 0.22% / 115661.14 / 157873.47; 1.62% / 0 / 306822.08; 35.85% / 28016862.44 / 21246424.77; 0.87% / 0 / 163675.33; 1.54
Prefeitura Municipal de Itabirinha - MG; 3131802; MG; 11297; 6.20% / 0 / 819720.01; 0.23% / 43233.10 / 12692.57; 0.02% / 0 / 2212.92; 15.21% / 1359061.80 / 3370955.95; 0.24% / 31989.00 / 0.00; 0.10% / 18705.60 / 6072.47; 0.00% / 0 / 0.00; 1.90% / 1187828.26 / 936670.53; 4.99% / 911543.83 / 251560.99; 10.71% / 3656276.23 / 5072492.63; 4.87% / 654500.34 / 10011.65; 16.28% / 5221702.68 / 7375475.34; 1.82% / 531858.20 / 290756.59; 0.02% / 0 / 2038.52; 0.07% / 1812415.69 / 1803010.40; 1.04% / 137883.23 / 0.00; 0.38% / 118044.87 / 68207.32; 0.33% / 0 / 43703.79; 0.00% / 0 / 0.00; 0.02% / 345209.20 / 342393.85; 0.00% / 0 / 0.00; 0.00% / 0 / 0.00; 0.15% / 0 / 19785.86; 0.54% / 71982.57 / 417.94; 2.18% / 288941.56 / 728.44; 5.40% / 1321649.39 / 607356.21; 0.47% / 95595.67 / 157776.23; 1.23% / 486008.95 / 322918.30; 24.36% / 18294430.17 / 21516958.49; 1.24% / 0 / 163675.33; 1.71
Prefeitura Municipal de Estiva - MG; 3124500; MG; 11329; 1.78% / 574240.79 / 795200.10; 0.55% / 77855.63 / 10259.33; 0.02% / 0 / 2212.92; 6.70% / 4139636.66 / 3310026.26; 0.00% / 0 / 0.00; 0.05% / 0 / 6072.47; 0.00% / 0 / 0.00; 4.28% / 404353.28 / 933840.04; 1.48% / 0 / 183705.60; 4.52% / 4377149.52 / 4937082.54; 0.08% / 0 / 10011.65; 19.48% / 5059417.44 / 7471564.55; 1.41% / 113835.61 / 288852.59; 0.02% / 0 / 2038.52; 12.55% / 112089.96 / 1666401.05; 0.00% / 0 / 0.00; 0.32% / 25564.00 / 65054.38; 0.01% / 31425.56 / 29833.23; 0.66% / 81937.88 / 0.00; 1.86% / 90647.33 / 321422.95; 0.00% / 0 / 0.00; 0.00% / 0 / 0.00; 2.52% / 326673.94 / 14017.42; 0.07% / 8566.00 / 417.94; 0.28% / 34903.00 / 728.44; 1.11% / 451814.57 / 589463.59; 0.55% / 86167.69 / 154807.14; 0.63% / 365810.64 / 287577.26; 38.10% / 16362089.50 / 21080589.97; 0.96% / 0 / 118611.53; 2.21
Prefeitura Municipal de Itainópolis - PI; 2205003; PI; 11330; 2.94% / 516589.85 / 795200.10; 0.11% / 0 / 10259.33; 0.02% / 0 / 2212.92; 5.96% / 2745368.81 / 3310026.26; 0.00% / 0 / 0.00; 0.05% / 1500.00 / 6072.47; 0.00% / 0 / 0.00; 5.04% / 456453.78 / 933840.04; 4.80% / 638579.08 / 183705.60; 6.29% / 4340643.07 / 4937082.54; 1.60% / 161265.50 / 10011.65; 4.52% / 7899983.22 / 7471564.55; 3.05% / 0 / 288852.59; 2.04% / 195265.28 / 2038.52; 14.32% / 309141.29 / 1666401.05; 0.00% / 0 / 0.00; 3.28% / 375900.90 / 65054.38; 0.27% / 4224.00 / 29833.23; 0.00% / 0 / 0.00; 0.98% / 228129.00 / 321422.95; 0.00% / 0 / 0.00; 0.00% / 0 / 0.00; 0.24% / 37078.00 / 14017.42; 0.36% / 34300.00 / 417.94; 0.01% / 0 / 728.44; 6.22% / 225.00 / 589463.59; 1.07% / 52985.62 / 154807.14; 3.03% / 0 / 287577.26; 32.54% / 17997632.40 / 21080589.97; 1.25% / 0 / 118611.53; 1.64
