##Instituição; Cod.IBGE; UF; População; Top 1 CATEGORY; Top 1 %; Top 1 VALUE; Top 1 CENTROID; Top 1 DIFF ; Top 2 CATEGORY; Top 2 %; Top 2 VALUE; Top 2 CENTROID; Top 2 DIFF ; Top 3 CATEGORY; Top 3 %; Top 3 VALUE; Top 3 CENTROID; Top 3 DIFF ; Top 4 CATEGORY; Top 4 %; Top 4 VALUE; Top 4 CENTROID; Top 4 DIFF ; Top 5 CATEGORY; Top 5 %; Top 5 VALUE; Top 5 CENTROID; Top 5 DIFF ; lof_relativo_med
Prefeitura Municipal de Satubinha - MA;  2111722;  MA;  13231; Despesas (Exceto Intraorçamentárias); 23.87%; 21186947.20; 23974006.77; -2787059.57; Educação; 11.74%; 7577197.34; 8948034.90; -1370837.56; Saúde; 11.71%; 4549682.68; 5917031.65; -1367348.97; Transporte; 11.66%; 1578885.99; 217452.68; 1361433.31; Desporto e Lazer; 11.13%; 1442048.50; 142526.38; 1299522.12;  1.50
Prefeitura Municipal de Ilhota - SC;  4207106;  SC;  13309; Despesas (Exceto Intraorçamentárias); 29.65%; 27426914.11; 23766585.21; 3660328.90; Administração; 13.22%; 4462250.64; 2829530.55; 1632720.09; Educação; 10.01%; 10233077.97; 8997350.77; 1235727.20; Urbanismo; 07.75%; 922217.21; 1879717.52; -957500.31; Energia; 05.05%; 683436.03; 59392.80; 624043.23;  2.31
Prefeitura Municipal de Igarapé do Meio - MA;  2105153;  MA;  13567; Despesas (Exceto Intraorçamentárias); 39.11%; 37407789.38; 24717130.37; 12690659.01; Educação; 35.41%; 20459920.47; 8971592.50; 11488327.97; Saúde; 08.58%; 8812667.17; 6029111.41; 2783555.76; Urbanismo; 03.33%; 3025561.33; 1943443.20; 1082118.13; Administração; 03.13%; 2411494.47; 3425981.04; -1014486.57;  1.53
Prefeitura Municipal de Alto do Rodrigues - RN;  2400703;  RN;  13680; Despesas (Exceto Intraorçamentárias); 47.93%; 68604463.41; 26372762.75; 42231700.66; Educação; 11.65%; 19663432.62; 9401492.04; 10261940.58; Saúde; 10.61%; 15657713.05; 6308732.72; 9348980.33; Urbanismo; 07.86%; 9125621.86; 2202321.60; 6923300.26; Administração; 07.68%; 10512746.94; 3743438.41; 6769308.53;  1.94
Prefeitura Municipal de Ribeirão do Pinhal - PR;  4121901;  PR;  13692; Despesas (Exceto Intraorçamentárias); 33.33%; 18589503.03; 26372762.75; -7783259.72; Trabalho; 15.69%; 3668871.63; 5803.57; 3663068.06; Educação; 14.55%; 6003153.02; 9401492.04; -3398339.02; Saúde; 08.78%; 4258912.15; 6308732.72; -2049820.57; Urbanismo; 06.27%; 739188.19; 2202321.60; -1463133.41;  3.53
Prefeitura Municipal de Santa Luzia do Itanhy - SE;  2806305;  SE;  13733; Educação; 35.94%; 18723112.82; 9581055.90; 9142056.92; Despesas (Exceto Intraorçamentárias); 15.72%; 31231691.88; 27233288.10; 3998403.78; Saúde; 12.94%; 3278083.65; 6570094.53; -3292010.88; Administração; 12.28%; 7039279.21; 3914831.47; 3124447.74; Urbanismo; 08.74%; 53522.79; 2276279.10; -2222756.31;  1.62
Prefeitura Municipal de Governador Celso Ramos - SC;  4206009;  SC;  13801; Despesas (Exceto Intraorçamentárias); 40.81%; 38247957.32; 27821998.28; 10425959.04; Saneamento; 10.19%; 2796334.43; 193475.52; 2602858.91; Direitos da Cidadania; 09.87%; 2522709.23; 21.05; 2522688.18; Administração; 07.14%; 5714647.43; 3891765.57; 1822881.86; Educação; 06.08%; 11112438.79; 9560063.24; 1552375.55;  4.79
Prefeitura Municipal de São José do Cedro - SC;  4216701;  SC;  13902; Transporte; 20.61%; 4651762.67; 577151.45; 4074611.22; Despesas (Exceto Intraorçamentárias); 19.79%; 31507887.75; 27595119.02; 3912768.73; Educação; 09.28%; 7320259.65; 9155009.59; -1834749.94; Agricultura; 07.66%; 1922104.29; 406582.83; 1515521.46; Urbanismo; 07.30%; 838063.85; 2281567.11; -1443503.26;  1.64
Prefeitura Municipal de Araruna - PR;  4101705;  PR;  13971; Educação; 18.73%; 7226827.82; 9486066.47; -2259238.65; Urbanismo; 17.03%; 13544.00; 2067074.31; -2053530.31; Transporte; 16.80%; 2614378.45; 588852.84; 2025525.61; Administração; 08.16%; 4948630.59; 3964810.86; 983819.73; Gestão Ambiental; 06.14%; 796124.76; 55783.36; 740341.40;  1.58
Prefeitura Municipal de Pacatuba - SE;  2804904;  SE;  14032; Despesas (Exceto Intraorçamentárias); 35.65%; 31386911.86; 27052958.81; 4333953.05; Educação; 31.30%; 13409427.39; 9604042.14; 3805385.25; Encargos Especiais; 05.94%; 1212844.52; 490919.80; 721924.72; Judiciária; 04.55%; 556028.86; 3335.86; 552693.00; Administração; 03.64%; 3387204.12; 3829696.87; -442492.75;  2.00
Prefeitura Municipal de Tenente Portela - RS;  4321402;  RS;  14056; Educação; 22.03%; 6291419.92; 9666957.74; -3375537.82; Despesas (Intraorçamentárias); 19.47%; 2982746.00; 0.00; 2982746.00; Agricultura; 13.64%; 2409056.52; 319010.86; 2090045.66; Previdência Social; 10.72%; 2047337.76; 405214.63; 1642123.13; Essencial à Justiça; 06.42%; 982992.82; 0.00; 982992.82;  2.04
Prefeitura Municipal de Cidreira - RS;  4305454;  RS;  14079; Despesas (Exceto Intraorçamentárias); 39.52%; 43367026.53; 26784198.65; 16582827.88; Administração; 23.74%; 13649116.56; 3688015.67; 9961100.89; Despesas (Intraorçamentárias); 07.00%; 2935895.37; 0.00; 2935895.37; Saúde; 06.66%; 9494474.52; 6698921.31; 2795553.21; Comércio e Serviços; 04.16%; 1748097.08; 1512.07; 1746585.01;  1.93
Prefeitura Municipal de Peabiru - PR;  4118808;  PR;  14116; Transporte; 28.78%; 2379045.72; 422584.97; 1956460.75; Saúde; 15.91%; 5275079.04; 6356546.11; -1081467.07; Previdência Social; 07.47%; 0; 507842.77; -507842.77; Assistência Social; 06.36%; 690227.26; 1122827.75; -432600.49; Encargos Especiais; 05.98%; 0; 406268.24; -406268.24;  2.19
Prefeitura Municipal de Alagoinha - PB;  2500502;  PB;  14188; Encargos Especiais; 24.14%; 4671250.86; 436753.41; 4234497.45; Educação; 18.03%; 7116067.05; 10279601.64; -3163534.59; Saúde; 10.80%; 4564667.73; 6459803.39; -1895135.66; Despesas (Exceto Intraorçamentárias); 09.61%; 25136771.57; 26823417.15; -1686645.58; Administração; 07.26%; 2436049.54; 3709331.16; -1273281.62;  1.82
Prefeitura Municipal de Santo Antônio dos Lopes - MA;  2110302;  MA;  14270; Despesas (Exceto Intraorçamentárias); 47.55%; 74503141.72; 26645160.74; 47857980.98; Educação; 15.85%; 26416633.84; 10461591.61; 15955042.23; Saúde; 10.26%; 16636808.68; 6310865.62; 10325943.06; Urbanismo; 09.04%; 10698730.83; 1596404.27; 9102326.56; Transporte; 08.35%; 8766030.12; 362810.35; 8403219.77;  2.11
Prefeitura Municipal de Guamaré - RN;  2404507;  RN;  14282; Despesas (Exceto Intraorçamentárias); 49.39%; 149528460.38; 26645160.74; 122883299.64; Educação; 11.95%; 40195914.24; 10461591.61; 29734322.63; Saúde; 10.23%; 31760754.05; 6310865.62; 25449888.43; Urbanismo; 07.42%; 20051790.83; 1596404.27; 18455386.56; Administração; 05.05%; 16072444.20; 3502729.95; 12569714.25;  2.50
Prefeitura Municipal de Carlópolis - PR;  4104709;  PR;  14289; Trabalho; 20.61%; 3485555.58; 20390.64; 3465164.94; Educação; 19.32%; 7214266.68; 10461591.61; -3247324.93; Administração; 15.26%; 937932.85; 3502729.95; -2564797.10; Urbanismo; 11.00%; 3445023.23; 1596404.27; 1848618.96; Encargos Especiais; 07.69%; 1605152.21; 313354.45; 1291797.76;  3.07
Prefeitura Municipal de Engenheiro Beltrão - PR;  4107504;  PR;  14303; Despesas (Exceto Intraorçamentárias); 24.34%; 30570531.60; 26645160.74; 3925370.86; Transporte; 16.49%; 3021844.26; 362810.35; 2659033.91; Saúde; 15.28%; 8774702.01; 6310865.62; 2463836.39; Administração; 13.63%; 5700321.23; 3502729.95; 2197591.28; Legislativa; 05.92%; 0; 953862.38; -953862.38;  1.77
Prefeitura Municipal de Primavera - PE;  2611408;  PE;  14358; Urbanismo; 14.19%; 3471756.52; 1814838.03; 1656918.49; Despesas (Exceto Intraorçamentárias); 13.91%; 24980229.97; 26604630.73; -1624400.76; Educação; 13.46%; 8745495.10; 10317570.98; -1572075.88; Saúde; 10.61%; 5051138.52; 6290151.11; -1239012.59; Administração; 09.43%; 2319317.12; 3420608.06; -1101290.94;  1.59
Prefeitura Municipal de Alterosa - MG;  3102001;  MG;  14371; Educação; 31.25%; 7844132.20; 10317570.98; -2473438.78; Despesas (Exceto Intraorçamentárias); 22.31%; 24839309.14; 26604630.73; -1765321.59; Cultura; 08.36%; 1046155.99; 384449.24; 661706.75; Transporte; 07.00%; 871388.46; 317315.29; 554073.17; Encargos Especiais; 04.33%; 0; 343030.27; -343030.27;  2.08
Prefeitura Municipal de Guapó - GO;  5209200;  GO;  14419; Educação; 36.56%; 2929409.92; 10504895.55; -7575485.63; Previdência Social; 27.36%; 6268441.25; 600152.91; 5668288.34; Administração; 10.46%; 5592069.20; 3423860.46; 2168208.74; Transporte; 05.87%; 1498892.29; 283301.37; 1215590.92; Assistência Social; 03.30%; 507821.71; 1191748.83; -683927.12;  1.67
Prefeitura Municipal de Italva - RJ;  3302056;  RJ;  14489; Despesas (Exceto Intraorçamentárias); 41.53%; 43488641.22; 27640466.00; 15848175.22; Saúde; 13.95%; 12195381.96; 6871709.99; 5323671.97; Gestão Ambiental; 07.72%; 2991939.85; 47594.97; 2944344.88; Previdência Social; 06.76%; 3088513.90; 510468.07; 2578045.83; Despesas (Intraorçamentárias); 04.24%; 1866337.61; 247756.39; 1618581.22;  1.76
Prefeitura Municipal de Jatobá - PE;  2608057;  PE;  14526; Educação; 25.18%; 7451651.17; 10033825.97; -2582174.80; Administração; 18.31%; 5038331.24; 3160641.16; 1877690.08; Urbanismo; 11.42%; 1087586.71; 2258509.62; -1170922.91; Despesas (Exceto Intraorçamentárias); 11.25%; 25414599.88; 26568132.54; -1153532.66; Habitação; 07.81%; 823475.12; 23012.81; 800462.31;  1.52
Prefeitura Municipal de Carapebus - RJ;  3300936;  RJ;  14713; Despesas (Exceto Intraorçamentárias); 48.31%; 94078594.38; 26493341.58; 67585252.80; Administração; 22.79%; 35223629.09; 3342712.37; 31880916.72; Saúde; 12.46%; 24111951.37; 6674813.10; 17437138.27; Urbanismo; 06.37%; 11456970.16; 2546519.00; 8910451.16; Educação; 03.93%; 14748196.13; 9257411.70; 5490784.43;  2.19
Prefeitura Municipal de Barroquinha - CE;  2302057;  CE;  14800; Educação; 29.03%; 12397134.02; 8689962.72; 3707171.30; Despesas (Exceto Intraorçamentárias); 17.20%; 28057609.53; 25860571.67; 2197037.86; Urbanismo; 14.41%; 507967.20; 2348462.01; -1840494.81; Saneamento; 06.01%; 954801.10; 186957.62; 767843.48; Comércio e Serviços; 05.47%; 737617.98; 39276.51; 698341.47;  1.50
Prefeitura Municipal de Cambuci - RJ;  3300902;  RJ;  14849; Despesas (Exceto Intraorçamentárias); 36.24%; 43523664.26; 25860571.67; 17663092.59; Administração; 34.65%; 20446067.68; 3559236.73; 16886830.95; Saúde; 09.22%; 11053736.66; 6561416.33; 4492320.33; Urbanismo; 04.82%; 0; 2348462.01; -2348462.01; Encargos Especiais; 02.40%; 1499445.04; 329102.68; 1170342.36;  1.68
Prefeitura Municipal de Natividade - RJ;  3303104;  RJ;  15040; Despesas (Exceto Intraorçamentárias); 47.61%; 58735069.31; 26817656.94; 31917412.37; Saúde; 15.50%; 17124418.57; 6731242.71; 10393175.86; Administração; 11.16%; 11561653.80; 4076698.02; 7484955.78; Urbanismo; 08.81%; 7800600.83; 1891018.31; 5909582.52; Previdência Social; 05.15%; 4330148.51; 877509.81; 3452638.70;  12.58
Prefeitura Municipal de Buritirana - MA;  2102358;  MA;  15055; Despesas (Exceto Intraorçamentárias); 28.66%; 23015153.55; 26626022.14; -3610868.59; Saúde; 13.70%; 4886352.21; 6612617.18; -1726264.97; Urbanismo; 11.41%; 453263.07; 1890806.52; -1437543.45; Energia; 09.43%; 1235376.80; 47955.62; 1187421.18; Legislativa; 08.01%; 0; 1009631.60; -1009631.60;  1.69
Prefeitura Municipal de Itaporanga - SP;  3522802;  SP;  15090; Despesas (Exceto Intraorçamentárias); 30.82%; 30783681.64; 26262947.37; 4520734.27; Saúde; 15.21%; 8611941.86; 6380702.79; 2231239.07; Administração; 11.87%; 5982047.91; 4241554.04; 1740493.87; Habitação; 09.03%; 1324432.18; 485.37; 1323946.81; Assistência Social; 07.64%; 2132906.88; 1012125.80; 1120781.08;  1.66
Prefeitura Municipal de Santa Adélia - SP;  3545605;  SP;  15098; Despesas (Exceto Intraorçamentárias); 47.92%; 49093057.46; 26262947.37; 22830110.09; Habitação; 20.28%; 9663613.29; 485.37; 9663127.92; Educação; 07.88%; 13299934.96; 9547339.22; 3752595.74; Saúde; 06.78%; 9608818.35; 6380702.79; 3228115.56; Saneamento; 03.82%; 2013950.72; 192951.63; 1820999.09;  2.80
Prefeitura Municipal de Boa Esperança - ES;  3201001;  ES;  15244; Despesas (Exceto Intraorçamentárias); 34.82%; 34487346.41; 27369335.81; 7118010.60; Urbanismo; 11.96%; 4828887.89; 2384935.73; 2443952.16; Agricultura; 11.64%; 2683443.10; 304729.81; 2378713.29; Despesas (Intraorçamentárias); 09.20%; 1881294.59; 0.00; 1881294.59; Previdência Social; 07.91%; 2143096.74; 525731.34; 1617365.40;  1.60
Prefeitura Municipal de Carmópolis - SE;  2801504;  SE;  15283; Despesas (Exceto Intraorçamentárias); 48.76%; 80142578.31; 28028935.68; 52113642.63; Administração; 10.37%; 14742237.47; 3662621.33; 11079616.14; Educação; 08.10%; 18875670.08; 10219176.44; 8656493.64; Urbanismo; 06.90%; 9971431.55; 2592903.73; 7378527.82; Trabalho; 05.82%; 6225412.63; 9991.05; 6215421.58;  4.25
Prefeitura Municipal de Mojuí dos Campos;  1504752;  PA;  15341; Educação; 29.76%; 14543128.17; 9975261.55; 4567866.62; Saúde; 21.68%; 3477682.16; 6804725.69; -3327043.53; Agricultura; 17.78%; 3109500.74; 381209.84; 2728290.90; Despesas (Exceto Intraorçamentárias); 07.16%; 29155089.80; 28055873.16; 1099216.64; Urbanismo; 05.92%; 1700589.84; 2608457.04; -907867.20;  1.69
Prefeitura Municipal de Alvarães - AM;  1300029;  AM;  15357; Saúde; 21.99%; 4468016.03; 6938002.77; -2469986.74; Educação; 20.83%; 12357152.09; 10017957.55; 2339194.54; Energia; 10.31%; 1198684.39; 40433.61; 1158250.78; Legislativa; 09.00%; 0; 1010930.47; -1010930.47; Despesas (Exceto Intraorçamentárias); 07.54%; 26978814.87; 27825681.56; -846866.69;  1.53
Prefeitura Municipal de São João do Carú - MA;  2111029;  MA;  15558; Educação; 41.52%; 18089949.18; 11072473.05; 7017476.13; Despesas (Exceto Intraorçamentárias); 12.46%; 30792603.93; 28686502.40; 2106101.53; Saúde; 09.35%; 5131286.11; 6711883.72; -1580597.61; Urbanismo; 06.51%; 1108542.50; 2209490.50; -1100948.00; Legislativa; 05.83%; 0; 985866.45; -985866.45;  1.59
Prefeitura Municipal de Marechal Floriano - ES;  3203346;  ES;  15910; Despesas (Exceto Intraorçamentárias); 45.84%; 40323492.84; 26221149.94; 14102342.90; Administração; 12.56%; 8448829.78; 4586463.29; 3862366.49; Saúde; 10.88%; 9366000.72; 6018274.01; 3347726.71; Comércio e Serviços; 07.13%; 2194242.53; 960.27; 2193282.26; Legislativa; 03.39%; 1703561.01; 661165.75; 1042395.26;  1.50
Prefeitura Municipal de Piancó - PB;  2511301;  PB;  15929; Saúde; 36.93%; 17240732.68; 5994223.59; 11246509.09; Despesas (Exceto Intraorçamentárias); 28.59%; 34304653.52; 25599141.78; 8705511.74; Administração; 08.97%; 1688328.52; 4421174.36; -2732845.84; Educação; 08.53%; 7827241.90; 10426367.17; -2599125.27; Encargos Especiais; 06.73%; 2291226.59; 242284.07; 2048942.52;  1.60
Prefeitura Municipal de Pouso Redondo - SC;  4213708;  SC;  16154; Despesas (Exceto Intraorçamentárias); 30.86%; 34425702.91; 28222289.14; 6203413.77; Transporte; 16.22%; 3726205.00; 465782.98; 3260422.02; Desporto e Lazer; 15.34%; 3223573.52; 139498.38; 3084075.14; Educação; 07.94%; 8499117.53; 10095067.82; -1595950.29; Saúde; 06.40%; 8471113.74; 7184746.07; 1286367.67;  1.71
Prefeitura Municipal de Altinópolis - SP;  3501004;  SP;  16159; Despesas (Exceto Intraorçamentárias); 45.78%; 56877489.13; 28222289.14; 28655199.99; Saúde; 14.45%; 16226063.65; 7184746.07; 9041317.58; Habitação; 11.30%; 7088258.76; 13321.23; 7074937.53; Educação; 09.99%; 16346362.48; 10095067.82; 6251294.66; Saneamento; 05.44%; 3810318.24; 406136.54; 3404181.70;  2.19
Prefeitura Municipal de Mata Roma - MA;  2106409;  MA;  16169; Despesas (Exceto Intraorçamentárias); 33.93%; 38582024.94; 28222289.14; 10359735.80; Educação; 25.10%; 17758354.30; 10095067.82; 7663286.48; Saúde; 12.13%; 10888371.38; 7184746.07; 3703625.31; Urbanismo; 06.40%; 3809615.62; 1854784.66; 1954830.96; Administração; 05.98%; 2625642.25; 4451265.18; -1825622.93;  1.63
Prefeitura Municipal de Bacabeira - MA;  2101251;  MA;  16276; Despesas (Exceto Intraorçamentárias); 45.58%; 48536341.79; 29041247.95; 19495093.84; Educação; 22.94%; 19738081.42; 9926780.66; 9811300.76; Urbanismo; 06.46%; 5010533.84; 2247535.69; 2762998.15; Cultura; 04.49%; 2311162.77; 392833.04; 1918329.73; Administração; 04.05%; 5632425.25; 3898496.41; 1733928.84;  1.86
Prefeitura Municipal de Pedregulho - SP;  3537008;  SP;  16450; Despesas (Exceto Intraorçamentárias); 39.28%; 41014334.71; 30516841.61; 10497493.10; Urbanismo; 17.32%; 6906503.25; 2278116.63; 4628386.62; Educação; 11.06%; 13301099.88; 10344319.63; 2956780.25; Despesas (Intraorçamentárias); 08.23%; 2473877.91; 273344.86; 2200533.05; Saúde; 03.77%; 9124108.82; 8116930.78; 1007178.04;  1.56
Prefeitura Municipal de Ibitiara - BA;  2913002;  BA;  16614; Despesas (Exceto Intraorçamentárias); 47.35%; 84507308.86; 30951540.08; 53555768.78; Educação; 16.25%; 28970193.35; 10587341.54; 18382851.81; Administração; 14.83%; 20958926.58; 4180326.50; 16778600.08; Saúde; 12.53%; 22164724.94; 7996482.03; 14168242.91; Judiciária; 02.38%; 2729677.87; 37003.50; 2692674.37;  2.41
Prefeitura Municipal de Terra Boa - PR;  4127205;  PR;  16674; Despesas (Exceto Intraorçamentárias); 25.99%; 35907496.84; 30793765.16; 5113731.68; Saúde; 22.91%; 12382154.56; 7874666.10; 4507488.46; Despesas (Intraorçamentárias); 08.76%; 1982161.59; 258207.02; 1723954.57; Urbanismo; 06.20%; 3581985.66; 2362485.80; 1219499.86; Educação; 05.98%; 9418949.53; 10594566.87; -1175617.34;  1.75
Prefeitura Municipal de Itaquitinga - PE;  2607802;  PE;  16696; Despesas (Exceto Intraorçamentárias); 30.80%; 38072430.94; 31076346.70; 6996084.24; Administração; 19.46%; 8396268.31; 3977217.61; 4419050.70; Cultura; 16.85%; 4204462.58; 377552.73; 3826909.85; Previdência Social; 05.48%; 2048709.82; 805134.56; 1243575.26; Encargos Especiais; 04.11%; 1521859.85; 588895.47; 932964.38;  1.93
Prefeitura Municipal de Bombinhas - SC;  4202453;  SC;  16897; Despesas (Exceto Intraorçamentárias); 48.13%; 71026922.35; 29493102.33; 41533820.02; Urbanismo; 17.25%; 17348277.58; 2461597.09; 14886680.49; Educação; 10.80%; 20012286.98; 10689541.35; 9322745.63; Saúde; 06.22%; 12731635.35; 7364626.91; 5367008.44; Saneamento; 03.43%; 3407295.43; 444372.22; 2962923.21;  1.99
Prefeitura Municipal de Elias Fausto - SP;  3514908;  SP;  16926; Despesas (Exceto Intraorçamentárias); 45.85%; 51690266.60; 29493102.33; 22197164.27; Educação; 13.19%; 17076219.62; 10689541.35; 6386678.27; Urbanismo; 12.40%; 8465648.58; 2461597.09; 6004051.49; Habitação; 09.64%; 4669112.84; 2003.69; 4667109.15; Saúde; 08.34%; 11401316.35; 7364626.91; 4036689.44;  1.92
Prefeitura Municipal de Cesário Lange - SP;  3511607;  SP;  16943; Despesas (Exceto Intraorçamentárias); 44.90%; 43582434.23; 29277383.71; 14305050.52; Educação; 18.04%; 16532998.72; 10786733.57; 5746265.15; Saúde; 07.74%; 9701949.77; 7236043.02; 2465906.75; Urbanismo; 05.92%; 4378633.41; 2492825.81; 1885807.60; Habitação; 05.62%; 1791349.18; 2003.69; 1789345.49;  1.66
Prefeitura Municipal de Agudo - RS;  4300109;  RS;  17140; Despesas (Exceto Intraorçamentárias); 16.87%; 34938064.21; 30718869.05; 4219195.16; Previdência Social; 13.36%; 4027824.79; 685316.54; 3342508.25; Transporte; 13.25%; 3687571.11; 371970.30; 3315600.81; Despesas (Intraorçamentárias); 12.68%; 3477089.40; 304186.34; 3172903.06; Saúde; 10.17%; 4786211.60; 7331151.98; -2544940.38;  1.58
Prefeitura Municipal de Alvorada D'Oeste - RO;  1100346;  RO;  17228; Educação; 21.74%; 8100678.31; 11069346.11; -2968667.80; Transporte; 17.99%; 2900723.65; 444198.25; 2456525.40; Despesas (Exceto Intraorçamentárias); 14.06%; 28176852.50; 30096775.20; -1919922.70; Despesas (Intraorçamentárias); 11.67%; 1965868.89; 372199.13; 1593669.76; Urbanismo; 08.45%; 1005868.79; 2159794.95; -1153926.16;  1.61
Prefeitura Municipal de Xapuri - AC;  1200708;  AC;  17317; Despesas (Exceto Intraorçamentárias); 39.39%; 22508267.68; 31717232.98; -9208965.30; Educação; 23.46%; 6014537.47; 11500501.25; -5485963.78; Saúde; 08.56%; 5746337.69; 7748525.39; -2002187.70; Legislativa; 04.68%; 0; 1094276.65; -1094276.65; Previdência Social; 04.16%; 0; 973533.74; -973533.74;  1.71
Prefeitura Municipal de Mangueirinha - PR;  4114401;  PR;  17367; Despesas (Exceto Intraorçamentárias); 38.23%; 44140180.35; 31802416.80; 12337763.55; Transporte; 16.14%; 5745049.37; 535682.84; 5209366.53; Saúde; 05.42%; 9551032.70; 7801119.02; 1749913.68; Administração; 05.37%; 6040916.45; 4309206.16; 1731710.29; Educação; 05.28%; 13180990.03; 11476158.98; 1704831.05;  1.51
Prefeitura Municipal de Pirapora do Bom Jesus - SP;  3539103;  SP;  17372; Despesas (Exceto Intraorçamentárias); 42.14%; 47920105.84; 31802416.80; 16117689.04; Educação; 26.10%; 21459542.72; 11476158.98; 9983383.74; Assistência Social; 05.27%; 3214189.47; 1197407.22; 2016782.25; Urbanismo; 05.01%; 4126535.26; 2209099.63; 1917435.63; Saúde; 04.13%; 9379515.00; 7801119.02; 1578395.98;  1.60
Prefeitura Municipal de Cairu - BA;  2905404;  BA;  17457; Despesas (Exceto Intraorçamentárias); 45.93%; 69374093.76; 32371566.12; 37002527.64; Educação; 12.00%; 21533157.00; 11865437.44; 9667719.56; Urbanismo; 11.49%; 11609265.13; 2351687.44; 9257577.69; Administração; 08.50%; 11096239.25; 4247226.18; 6849013.07; Assistência Social; 04.01%; 4404969.22; 1178225.82; 3226743.40;  1.92
