##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"01.031 - Ação Legislativa";"01.032 - Controle Externo";"01.999 - Demais Subfunções Legislativa";"02 - Judiciária";"02.061 - Ação Judiciária";"02.062 - Defesa do Interesse Público no Processo Judiciário";"02.999 - Demais Subfunções Judiciária";"03 - Essencial à Justiça";"03.091 - Defesa da Ordem Jurídica";"03.092 - Representação Judicial e Extrajudicial";"03.999 - Demais Subfunções Essencial à Justiça";"04 - Administração";"04.121 - Planejamento e Orçamento";"04.122 - Administração Geral";"04.123 - Administração Financeira";"04.124 - Controle Interno";"04.125 - Normatização e Fiscalização";"04.126 - Tecnologia da Informação";"04.127 - Ordenamento Territorial";"04.128 - Formação de Recursos Humanos";"04.129 - Administração de Receitas";"04.130 - Administração de Concessões";"04.131 - Comunicação Social";"04.999 - Demais Subfunções Administração";"05 - Defesa Nacional";"05.151 - Defesa Área";"05.152 - Defesa Naval";"05.999 - Demais Subfunções Defesa Nacional";"06 - Segurança Pública";"06.181 - Policiamento";"06.182 - Defesa Civil";"06.183 - Informação e Inteligência";"06.999 - Demais Subfunções Segurança Pública";"07 - Relações Exteriores";"07.211 - Relações Diplomáticas";"07.212 - Cooperação Internacional";"07.999 - Demais Subfunções Relações Exteriores";"08 - Assistência Social";"08.241 - Assistência ao Idoso";"08.242 - Assistência ao Portador de Deficiência";"08.243 - Assistência à Criança e ao Adolescente";"08.244 - Assistência Comunitária";"08.999 - Demais Subfunções Assistência Social";"09 - Previdência Social";"09.271 - Previdência Básica";"09.272 - Previdência do Regime Estatutário";"09.273 - Previdência Complementar";"09.274 - Previdência Especial";"09.999 - Demais Subfunções Previdência Social";"10 - Saúde";"10.301 - Atenção Básica";"10.302 - Assistência Hospitalar e Ambulatorial";"10.303 - Suporte Profilático e Terapêutico";"10.304 - Vigilância Sanitária";"10.305 - Vigilância Epidemiológica";"10.306 - Alimentação e Nutrição";"10.999 - Demais Subfunções Saúde";"11 - Trabalho";"11.331 - Proteção e Benefícios ao Trabalhador";"11.332 - Relações de Trabalho";"11.333 - Empregabilidade";"11.334 - Fomento ao Trabalho";"11.999 - Demais Subfunções Trabalho";"12 - Educação";"12.361 - Ensino Fundamental";"12.362 - Ensino Médio";"12.363 - Ensino Profissional";"12.364 - Ensino Superior";"12.365 - Educação Infantil";"12.366 - Educação de Jovens e Adultos";"12.367 - Educação Especial";"12.368 - Educação Básica";"12.999 - Demais Subfunções Educação";"13 - Cultura";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";"13.392 - Difusão Cultural";"13.999 - Demais Subfunções Cultura";"14 - Direitos da Cidadania";"14.421 - Custódia e Reintegração Social";"14.422 - Direitos Individuais, Coletivos e Difusos";"14.423 - Assistência aos Povos Indígenas";"14.999 - Demais Subfunções Direitos da Cidadania";"15 - Urbanismo";"15.451 - Infra-Estrutura Urbana";"15.452 - Serviços Urbanos";"15.453 - Transportes Coletivos Urbanos";"15.999 - Demais Subfunções Urbanismo";"16 - Habitação";"16.481 - Habitação Rural";"16.482 - Habitação Urbana";"16.999 - Demais Subfunções Habitação";"17 - Saneamento";"17.511 - Saneamento Básico Rural";"17.512 - Saneamento Básico Urbano";"17.999 - Demais Subfunções Saneamento";"18 - Gestão Ambiental";"18.541 - Preservação e Conservação Ambiental";"18.542 - Controle Ambiental";"18.543 - Recuperação de Áreas Degradadas";"18.544 - Recursos Hídricos";"18.545 - Meteorologia";"18.999 - Demais Subfunções Gestão Ambiental";"19 - Ciência e Tecnologia";"19.571 - Desenvolvimento Científico";"19.572 - Desenvolvimento Tecnológico e Engenharia";"19.573 - Difusão do Conhecimento Científico e Tecnológico";"19.999 - Demais Subfunções Ciência e Tecnologia";"20 - Agricultura";"20.601 - Promoção da Produção Vegetal";"20.602 - Promoção da Produção Animal";"20.603 - Defesa Sanitária Vegetal";"20.604 - Defesa Sanitária Animal";"20.605 - Abastecimento";"20.606 - Extensão Rural";"20.607 - Irrigação";"20.999 - Demais Subfunções Agricultura";"21 - Organização Agrária";"21.631 - Reforma Agrária";"21.632 - Colonização";"21.999 - Demais Subfunções Organização Agrária";"22 - Indústria";"22.661 - Promoção Industrial";"22.662 - Produção Industrial";"22.663 - Mineração";"22.664 - Propriedade Industrial";"22.665 - Normalização e Qualidade";"22.999 - Demais Subfunções Indústria";"23 - Comércio e Serviços";"23.691 - Promoção Comercial";"23.692 - Comercialização";"23.693 - Comércio Exterior";"23.694 - Serviços Financeiros";"23.695 - Turismo";"23.999 - Demais Subfunções Comércio e Serviços";"24 - Comunicações";"24.721 - Comunicações Postais";"24.722 - Telecomunicações";"24.999 - Demais Subfunções Comunicações";"25 - Energia";"25.751 - Conservação de Energia";"25.752 - Energia Elétrica";"25.753 - Petróleo";"25.999 - Demais Subfunções Energia";"26 - Transporte";"26.781 - Transporte Áreo";"26.782 - Transporte Rodoviário";"26.783 - Transporte Ferroviário";"26.784 - Transporte Hidroviário";"26.785 - Transportes Especiais";"26.999 - Demais Subfunções Transporte";"27 - Desporto e Lazer";"27.811 - Desporto de Rendimento";"27.812 - Desporto Comunitário";"27.813 - Lazer";"27.999 - Demais Subfunções Desporto e Lazer";"28 - Encargos Especiais";"28.841 - Refinanciamento da Dívida Interna";"28.842 - Refinanciamento da Dívida Externa";"28.843 - Serviço da Dívida Interna";"28.844 - Serviço da Dívida Externa";"28.845 - Transferências";"28.846 - Outros Encargos Especiais";"28.847 - Transferências para a Educação Básica";"28.999 - Demais Subfunções Encargos Especiais";"Despesas (Exceto Intra-Orçamentárias)";"Despesas (Intra-Orçamentárias)"
Prefeitura Municipal de Aliança do Tocantins - TO;1700350;TO;5686;471728.65;471728.65;0;0;0;0;0;0;0;0;0;0;1857377.18;0;1688870.29;168431.89;0;0;0;0;0;75.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;604538.50;0;470.88;283953.61;46242.72;273871.29;65143.47;65143.47;0;0;0;0;2867419.65;1161242.33;536269.80;0;0;0;0;1169907.52;0;0;0;0;0;0;4163687.53;3751494.93;0;0;27375.00;55438.62;0;0;0;329378.98;10953.43;0;0;10953.43;0;0;0;0;0;784746.27;188476.13;596270.14;0;0;0;0;0;0;11479.35;0;11479.35;0;41652.00;7598.00;0;0;0;0;34054.00;0;0;0;0;0;232154.55;0;59993.52;0;0;363.80;0;0;171797.23;0;0;0;0;0;0;0;0;0;0;0;65000.00;0;0;0;0;65000.00;0;0;0;0;0;0;0;0;0;0;2560.00;0;2560.00;0;0;0;0;17241.20;0;17241.20;0;0;11487.13;0;0;11487.13;0;0;0;0;0;11207168.91;0
Prefeitura Municipal de Ibicuitinga - CE;2305332;CE;11890;741226.84;741226.84;0;0;0;0;0;0;0;0;0;0;2329341.71;0;1994849.13;274063.18;19641.40;0;0;0;0;0;0;7612.00;33176.00;0;0;0;0;0;0;0;0;0;0;0;0;0;964976.92;15496.92;0;211302.68;94273.34;643903.98;68176.69;0;68176.69;0;0;0;5016825.59;3264760.35;945818.79;0;0;112774.35;0;693472.10;94942.94;0;0;0;0;94942.94;9417167.43;7319713.78;280519.88;0;0;873254.69;128611.94;0;0;815067.14;161166.18;0;161166.18;0;0;0;0;0;0;638740.19;252364.48;386375.71;0;0;0;0;0;0;13448.42;0;13448.42;0;0;0;0;0;0;0;0;0;0;0;0;0;347756.68;0;0;0;0;18298.00;54892.50;0;274566.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4497.00;0;4497.00;0;0;0;0;0;0;256036.72;0;107519.66;0;0;0;148517.06;251607.60;0;251607.60;0;0;1284472.68;0;0;376488.99;0;0;907983.69;0;0;21590383.59;0
Prefeitura Municipal de Esmeraldas - MG;3124104;MG;65224;2506967.34;2134918.44;0;372048.90;0;0;0;0;0;0;0;0;10277068.44;0;6486324.94;874480.97;112345.34;0;305991.67;0;0;0;0;0;2497925.52;0;0;0;0;54558.68;54558.68;0;0;0;0;0;0;0;3951410.13;62465.92;0;62020.00;3202713.83;624210.38;2279994.77;2279994.77;0;0;0;0;21057304.96;2839066.67;5026469.01;0;0;6023.50;0;13185745.78;0;0;0;0;0;0;29943648.87;24044462.91;0;0;0;2936142.91;351038.99;0;0;2612004.06;804852.76;24000.00;775200.12;5652.64;0;0;0;0;0;4688115.12;484124.30;2203982.61;0;2000008.21;0;0;0;0;0;0;0;0;155225.24;155225.24;0;0;0;0;0;0;0;0;0;0;136667.29;0;0;0;0;136667.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16000.00;0;16000.00;0;0;0;0;378202.57;0;197920.00;0;180282.57;2317055.44;0;0;1532591.78;0;0;784463.66;0;0;78567071.61;0
Prefeitura Municipal de Botuverá - SC;4202701;SC;4785;593680.48;593680.48;0;0;0;0;0;0;0;0;0;0;1205713.13;0;657310.23;548402.90;0;0;0;0;0;0;0;0;0;0;0;0;0;60622.46;58407.13;2215.33;0;0;0;0;0;0;231860.88;14138.78;0;5343.80;212378.30;0;37352.90;0;37352.90;0;0;0;2499213.52;2303401.89;23182.12;0;21560.67;15413.59;0;135655.25;0;0;0;0;0;0;2339851.45;1852178.14;0;0;70608.30;357884.47;0;0;0;59180.54;75433.48;8861.46;66572.02;0;214174.08;0;214174.08;0;0;430288.14;134912.69;295375.45;0;0;0;0;0;0;76455.71;76455.71;0;0;650.00;650.00;0;0;0;0;0;0;0;0;0;0;943108.51;0;0;0;0;0;943108.51;0;0;0;0;0;0;0;0;0;0;0;0;0;263955.32;0;0;0;0;263955.32;0;8824.58;0;8824.58;0;0;0;0;0;0;2269711.42;0;2269711.42;0;0;0;0;78344.58;0;65529.47;12815.11;0;147800.66;0;0;3600.00;0;0;144200.66;0;0;11477041.30;0
Prefeitura Municipal de Cotegipe - BA;2909406;BA;14390;1053942.01;1053942.01;0;0;0;0;0;0;0;0;0;0;3173919.89;0;2698898.05;436130.17;0;38891.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;760539.58;1500.00;0;182530.94;576508.64;0;0;0;0;0;0;0;5039527.93;1319624.81;3532247.55;0;187655.57;0;0;0;0;0;0;0;0;0;12454029.07;11817120.89;193729.32;0;2500.00;19222.88;0;0;0;421455.98;0;0;0;0;0;0;0;0;0;2521362.42;0;1852665.54;668696.88;0;0;0;0;0;82183.43;0;0;82183.43;38580.40;0;0;0;0;0;38580.40;0;0;0;0;0;141489.10;0;0;0;0;0;131789.10;0;9700.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261989.98;0;0;0;261989.98;98988.11;0;0;98988.11;0;0;0;0;0;25626551.92;0
Prefeitura Municipal de Barcelos - AM;1300409;AM;27110;1311594.80;1311594.80;0;0;0;0;0;0;0;0;0;0;5326919.28;0;4871651.86;453267.42;2000.00;0;0;0;0;0;0;0;0;0;0;0;0;174801.49;12000.00;162801.49;0;0;0;0;0;0;1514670.73;0;0;12000.00;1502670.73;0;659066.18;0;659066.18;0;0;0;6664395.38;3532277.81;3132117.57;0;0;0;0;0;0;0;0;0;0;0;9365313.41;8479285.03;0;0;0;39284.19;0;0;0;846744.19;120100.00;0;120100.00;0;0;0;0;0;0;5913063.51;2627768.26;1421562.36;0;1863732.89;3592.00;0;3592.00;0;328927.69;0;328927.69;0;686493.50;0;0;0;0;0;686493.50;0;0;0;0;0;553269.51;83635.28;0;0;0;0;0;0;469634.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4031.80;0;4031.80;0;0;1225496.59;0;0;0;0;0;1225496.59;78916.88;0;0;78916.88;0;0;0;0;0;0;0;0;0;0;33930652.75;0
Prefeitura Municipal de Maurilândia - GO;5213004;GO;12513;1011811.27;1011811.27;0;0;21950.35;21950.35;0;0;0;0;0;0;3433928.56;0;2008602.56;1425326.00;0;0;0;0;0;0;0;0;0;0;0;0;0;114739.36;114739.36;0;0;0;0;0;0;0;1609679.50;14895.67;0;0;1594783.83;0;0;0;0;0;0;0;4472975.86;0;4371159.29;0;0;101816.57;0;0;0;0;0;0;0;0;6154142.94;6131170.57;0;0;0;22972.37;0;0;0;0;2195.00;0;2195.00;0;46562.93;46562.93;0;0;0;0;0;0;0;0;2481931.87;0;2481931.87;0;0;0;0;0;15000.00;15000.00;0;0;0;0;0;0;0;0;0;0;37972.45;0;0;0;0;0;37972.45;0;0;0;0;0;0;0;0;0;0;0;0;0;3380.00;0;0;0;0;3380.00;0;0;0;0;0;266033.25;0;266033.25;0;0;817913.38;0;817913.38;0;0;0;0;86979.80;86979.80;0;0;0;0;0;0;0;0;0;0;0;0;20577196.52;0
Prefeitura Municipal de Olaria - MG;3145406;MG;1957;467572.76;467572.76;0;0;0;0;0;0;0;0;0;0;1795675.39;0;1795675.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9313.68;9313.68;0;0;0;0;0;0;0;127652.87;1190.00;0;180.00;126282.87;0;434722.79;0;434722.79;0;0;0;1967902.98;1647672.72;136826.29;150943.57;2379.93;30080.47;0;0;0;0;0;0;0;0;1773158.41;1612376.23;0;0;84439.74;76342.44;0;0;0;0;757461.59;13720.85;743740.74;0;0;0;0;0;0;527693.91;444088.10;83605.81;0;0;1891.59;1891.59;0;0;316692.50;0;316692.50;0;0;0;0;0;0;0;0;0;0;0;0;0;249719.58;0;0;0;0;0;249719.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2030.00;0;2030.00;0;0;0;0;0;0;496946.12;0;496946.12;0;0;0;0;136067.09;0;136067.09;0;0;140619.35;43169.69;0;0;0;0;97449.66;0;0;9205120.61;0
Prefeitura Municipal de São Cristóvão - SE;2806701;SE;84620;3544391.36;3517949.36;0;26442.00;668801.53;0;0;668801.53;0;0;0;0;11801241.73;2197066.62;6392681.41;2462292.94;93942.17;0;0;0;0;0;0;0;655258.59;0;0;0;0;0;0;0;0;0;0;0;0;0;2535598.62;0;0;173152.26;2052266.16;310180.20;0;0;0;0;0;0;16703051.47;15339284.90;568817.29;0;10500.00;783609.28;0;840.00;0;0;0;0;0;0;29601301.91;26128104.98;0;0;0;0;0;0;0;3473196.93;670101.53;0;299004.25;371097.28;0;0;0;0;0;11676138.00;13756.42;11662381.58;0;0;0;0;0;0;1720637.52;0;969385.96;751251.56;99099.51;0;99099.51;0;0;0;0;0;0;0;0;0;79659.23;0;0;0;0;0;0;0;79659.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;914201.05;0;0;0;0;0;914201.05;65746.10;0;65746.10;0;0;0;0;0;0;0;0;0;0;0;80079969.56;0
Prefeitura Municipal de Santa Luzia do Pará - PA;1506559;PA;19455;894959.41;894959.41;0;0;0;0;0;0;0;0;0;0;5043248.61;18150.00;2601445.30;423223.83;0;0;0;0;0;0;0;0;2000429.48;0;0;0;0;0;0;0;0;0;0;0;0;0;1149642.21;0;0;132628.07;1017014.14;0;0;0;0;0;0;0;6549484.92;2017154.04;1753452.91;0;400.00;82479.58;0;2695998.39;0;0;0;0;0;0;17220785.72;8803221.31;0;0;0;391919.17;50400.00;0;0;7975245.24;154506.45;0;154506.45;0;0;0;0;0;0;795892.53;0;795892.53;0;0;0;0;0;0;0;0;0;0;57901.33;57901.33;0;0;0;0;0;0;0;0;0;0;273072.98;3635.93;0;0;0;714.29;34460.00;0;234262.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253947.74;0;253947.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32393441.90;0
Prefeitura Municipal de Galvão - SC;4205605;SC;3379;571800.40;571800.40;0;0;0;0;0;0;0;0;0;0;1139401.86;0;942174.40;197227.46;0;0;0;0;0;0;0;0;0;0;0;0;0;103807.02;103807.02;0;0;0;0;0;0;0;750499.38;20926.11;0;53842.24;675731.03;0;0;0;0;0;0;0;2766228.88;2648436.88;13201.73;0;14207.71;15198.80;75183.76;0;0;0;0;0;0;0;2195913.77;1686958.89;20274.60;0;0;488680.28;0;0;0;0;86806.34;0;86806.34;0;0;0;0;0;0;176177.43;0;175844.43;0;333.00;0;0;0;0;0;0;0;0;1412.50;1412.50;0;0;0;0;0;0;0;0;0;0;936055.57;604019.22;16000.00;0;0;0;316036.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1283470.36;0;1283470.36;0;0;0;0;86126.74;0;86126.74;0;0;482680.49;0;0;0;0;0;482680.49;0;0;10580380.74;0
Prefeitura Municipal de Caraúbas do Piauí - PI;2202539;PI;5676;379079.73;379079.73;0;0;0;0;0;0;0;0;0;0;1768772.29;1591852.47;0;122827.49;54092.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;404115.45;0;0;60979.58;343135.87;0;0;0;0;0;0;0;1883496.39;1651652.55;0;0;205246.90;26596.94;0;0;0;0;0;0;0;0;5278265.06;4942499.92;0;0;0;180052.70;155712.44;0;0;0;57680.00;0;57680.00;0;0;0;0;0;0;128818.36;68219.99;60598.37;0;0;50040.60;0;50040.60;0;138631.26;0;138631.26;0;0;0;0;0;0;0;0;0;0;0;0;0;139955.44;126540.44;0;0;0;0;0;13415.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53188.00;0;0;53188.00;21594.05;21594.05;0;0;0;270768.28;0;270768.28;0;0;0;0;0;0;0;0;0;68160.37;0;0;68160.37;0;0;0;0;0;10642565.28;0
Prefeitura Municipal de Pio XII - MA;2108702;MA;21512;0;0;0;0;232725.16;58150.00;174575.16;0;0;0;0;0;3254242.15;311754.65;263516.33;698206.46;1980764.71;0;0;0;0;0;0;0;0;0;0;0;0;191001.10;191001.10;0;0;0;0;0;0;0;1409607.96;0;0;334862.44;245696.48;829049.04;150732.66;0;150732.66;0;0;0;9222591.40;5132535.69;3461379.12;0;306073.32;199890.01;0;122713.26;189.90;0;189.90;0;0;0;21830282.59;19641182.45;0;0;0;636767.28;58155.00;0;0;1494177.86;596853.36;0;596853.36;0;0;0;0;0;0;905980.29;0;905980.29;0;0;0;0;0;0;391881.40;121881.40;270000.00;0;0;0;0;0;0;0;0;0;0;0;0;0;327219.23;0;0;0;0;32220.00;0;0;294999.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;789385.65;0;0;0;789385.65;2678472.15;0;2678472.15;0;0;0;0;556710.60;0;556710.60;0;0;0;0;0;0;0;0;0;0;0;42537875.60;0
Prefeitura Municipal de Bacurituba - MA;2101350;MA;5440;383052.45;383052.45;0;0;0;0;0;0;0;0;0;0;2231736.84;0;2231736.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;339970.13;0;0;78611.09;97156.23;164202.81;0;0;0;0;0;0;2482397.99;610354.98;1392710.66;0;4908.00;68658.11;0;405766.24;0;0;0;0;0;0;4369882.92;3514210.00;0;0;0;534518.40;0;0;0;321154.52;285330.00;0;285330.00;0;0;0;0;0;0;881767.04;521130.38;360636.66;0;0;0;0;0;0;483949.24;227147.37;256801.87;0;0;0;0;0;0;0;0;0;0;0;0;0;157313.19;0;0;0;0;54663.34;0;0;102649.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;446957.71;0;446957.71;0;0;0;0;45891.00;0;45891.00;0;0;99145.06;0;0;0;0;0;99145.06;0;0;12207393.57;0
Prefeitura Municipal de Demerval Lobão - PI;2203305;PI;13496;524420.69;524420.69;0;0;0;0;0;0;0;0;0;0;2975797.10;0;2844050.83;108948.27;22500.00;0;298.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;560432.14;14421.00;0;166861.99;379149.15;0;0;0;0;0;0;0;3284188.53;3124021.18;0;61550.93;7123.80;91492.62;0;0;0;0;0;0;0;0;5056783.99;4954588.28;0;0;0;102195.71;0;0;0;0;117315.82;0;117315.82;0;0;0;0;0;0;192876.41;192876.41;0;0;0;61545.07;0;61545.07;0;856779.69;4312.00;852467.69;0;0;0;0;0;0;0;0;0;0;0;0;0;108219.00;0;0;0;0;0;0;0;108219.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;435590.50;360521.50;75069.00;0;0;292969.16;203832.48;0;0;0;0;89136.68;0;0;14466918.10;0
Prefeitura Municipal de Coxilha - RS;4305975;RS;2895;459303.85;459303.85;0;0;86768.73;86768.73;0;0;0;0;0;0;1800768.96;0;1259656.60;521801.01;0;0;0;0;0;0;0;19311.35;0;0;0;0;0;16884.83;16884.83;0;0;0;0;0;0;0;653447.03;3769.40;0;88266.27;87713.11;473698.25;0;0;0;0;0;0;3069215.06;491664.57;2375530.78;25299.85;49018.69;975.00;0;126726.17;0;0;0;0;0;0;3092375.04;2530544.22;83876.03;0;32801.43;441489.84;0;0;0;3663.52;80112.72;0;80112.72;0;0;0;0;0;0;501108.69;152962.10;348146.59;0;0;2535.00;0;2535.00;0;143093.06;0;143093.06;0;148053.50;148053.50;0;0;0;0;0;0;0;0;0;0;565655.50;9881.31;58948.79;0;0;0;48128.13;0;448697.27;0;0;0;0;622.00;622.00;0;0;0;0;0;0;0;0;0;0;0;0;1250.00;0;1250.00;0;0;0;0;0;0;954845.69;0;954845.69;0;0;0;0;63534.56;0;63534.56;0;0;222189.77;0;0;71151.00;0;0;151038.77;0;0;11861763.99;0
Prefeitura Municipal de Suzano - SP;3552502;SP;279520;19633416.17;19633416.17;0;0;0;0;0;0;0;0;0;0;92101684.99;562098.89;86375007.37;1419874.17;0;0;0;0;1576838.48;2165466.08;0;2400.00;0;0;0;0;0;847587.60;0;730667.60;116920.00;0;0;0;0;0;12680064.85;1151202.11;371541.00;3576064.00;1827090.83;5754166.91;2682628.67;0;2682628.67;0;0;0;116642469.69;11253221.80;35359325.60;4154042.03;0;1249102.89;0;64626777.37;46013.73;0;0;0;46013.73;0;134205807.31;61899546.43;0;0;0;59537571.79;996366.71;2144874.39;0;9627447.99;2675585.87;0;2675585.87;0;1688507.01;0;38790.00;0;1649717.01;48092940.34;5996273.14;42096667.20;0;0;2176454.27;0;2176454.27;0;8882881.53;0;8882881.53;0;29899.65;0;0;29899.65;0;0;0;0;0;0;0;0;329099.97;0;0;0;0;0;0;0;329099.97;0;0;0;0;0;0;0;0;0;0;0;566010.70;0;0;0;0;566010.70;0;3325484.98;0;0;3325484.98;0;0;0;0;0;12019603.40;0;10727340.23;0;0;0;1292263.17;3467258.26;2479200.00;955700.00;32358.26;0;13542515.75;13542515.75;0;0;0;0;0;0;0;475635914.74;21650957.13
Prefeitura Municipal de Comercinho - MG;3117009;MG;8094;566463.60;566463.60;0;0;105180.09;105180.09;0;0;0;0;0;0;1275531.29;0;893277.39;169903.90;20298.69;0;0;0;0;0;0;25191.50;166859.81;0;0;0;0;0;0;0;0;0;0;0;0;0;333453.97;7669.49;0;76856.57;248927.91;0;17628.00;0;17628.00;0;0;0;2848141.28;1957244.76;114035.14;24733.40;20997.88;99989.72;0;631140.38;0;0;0;0;0;0;4547829.80;3797979.85;0;0;0;266978.78;0;0;0;482871.17;270452.51;0;114275.16;156177.35;0;0;0;0;0;906257.53;0;896257.53;0;10000.00;87974.88;0;87974.88;0;31280.66;0;31280.66;0;0;0;0;0;0;0;0;0;0;0;0;0;386376.76;34046.65;0;0;0;16823.23;94730.04;0;240776.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216152.52;0;216152.52;0;0;0;0;219887.19;0;82002.11;0;137885.08;367807.56;0;0;0;0;0;0;0;367807.56;12180417.64;0
Prefeitura Municipal de Magé - RJ;3302502;RJ;232419;4104179.49;4104179.49;0;0;48204.41;0;48204.41;0;0;0;0;0;42661038.68;373931.39;31453221.24;7124513.32;533348.79;0;0;0;0;2101109.40;0;1074914.54;0;0;0;0;0;2632676.27;0;561050.21;0;2071626.06;0;0;0;0;8576339.51;80918.21;0;1125174.85;2405652.73;4964593.72;11890864.46;0;11890389.06;0;0;475.40;85788403.20;31135612.80;48826940.50;0;454226.95;478519.81;151205.55;4741897.59;215871.64;0;0;0;0;215871.64;151198178.61;133837394.00;0;0;0;15639903.65;565477.17;0;0;1155403.79;184132.82;0;0;184132.82;109650.37;0;109650.37;0;0;64083101.66;9149765.13;36680287.28;0;18253049.25;2135667.10;0;2135667.10;0;0;0;0;0;4888912.30;0;4888912.30;0;0;0;0;0;0;0;0;0;53620.00;53620.00;0;0;0;0;0;0;0;0;0;0;0;1346141.20;0;1241029.88;0;0;0;105111.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3786455.22;0;3786455.22;0;0;0;0;403313.83;0;0;254313.83;149000.00;4039083.39;0;0;0;0;0;4039083.39;0;0;388145834.16;7258857.38
Prefeitura Municipal de São José dos Cordeiros - PB;2514800;PB;3749;481494.56;481494.56;0;0;0;0;0;0;0;0;0;0;1082086.46;0;921484.39;160602.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;351882.53;0;0;0;351882.53;0;582493.15;582493.15;0;0;0;0;2189108.98;0;1810745.60;0;0;339615.37;38748.01;0;0;0;0;0;0;0;2098113.61;1756282.19;0;0;0;292650.94;49180.48;0;0;0;654152.99;0;654152.99;0;0;0;0;0;0;729921.05;0;729921.05;0;0;63132.44;0;0;63132.44;3160.00;0;3160.00;0;0;0;0;0;0;0;0;0;0;0;0;0;833705.33;0;0;0;0;0;833705.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73010.41;0;73010.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9142261.51;0
Prefeitura Municipal de Lençóis Paulista - SP;3526803;SP;65026;3500467.48;3500467.48;0;0;0;0;0;0;0;0;0;0;19933156.22;720173.26;13274765.78;782732.22;0;0;1034584.29;0;2664289.10;878913.98;0;577697.59;0;0;0;0;0;338680.33;242537.32;0;0;96143.01;0;0;0;0;6422399.79;450332.99;0;2105370.14;2572060.70;1294635.96;10816121.85;0;10397792.99;0;0;418328.86;31239304.14;11172102.61;16383994.03;2350279.91;485294.94;847632.65;0;0;0;0;0;0;0;0;44091524.31;27039593.33;0;1299639.77;0;12428668.84;9068.00;22000.00;0;3292554.37;3213639.31;40528.99;2585946.45;587163.87;0;0;0;0;0;19239474.60;3689016.35;7344152.93;5515.48;8200789.84;153061.19;0;153061.19;0;10101532.76;0;10101532.76;0;154168.78;154168.78;0;0;0;0;0;0;0;0;0;0;559527.83;0;0;0;0;0;137032.30;0;422495.53;0;0;0;0;1979449.12;1979449.12;0;0;0;0;0;1449.80;0;0;0;0;1449.80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3619747.13;0;2306058.98;0;1313688.15;659615.84;0;0;111363.17;0;0;548252.67;0;0;156023320.48;11313850.35
