##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"01.031 - Ação Legislativa";"01.032 - Controle Externo";"01.999 - Demais Subfunções Legislativa";"02 - Judiciária";"02.061 - Ação Judiciária";"02.062 - Defesa do Interesse Público no Processo Judiciário";"02.999 - Demais Subfunções Judiciária";"03 - Essencial à Justiça";"03.091 - Defesa da Ordem Jurídica";"03.092 - Representação Judicial e Extrajudicial";"03.999 - Demais Subfunções Essencial à Justiça";"04 - Administração";"04.121 - Planejamento e Orçamento";"04.122 - Administração Geral";"04.123 - Administração Financeira";"04.124 - Controle Interno";"04.125 - Normatização e Fiscalização";"04.126 - Tecnologia da Informação";"04.127 - Ordenamento Territorial";"04.128 - Formação de Recursos Humanos";"04.129 - Administração de Receitas";"04.130 - Administração de Concessões";"04.131 - Comunicação Social";"04.999 - Demais Subfunções Administração";"05 - Defesa Nacional";"05.151 - Defesa Área";"05.152 - Defesa Naval";"05.999 - Demais Subfunções Defesa Nacional";"06 - Segurança Pública";"06.181 - Policiamento";"06.182 - Defesa Civil";"06.183 - Informação e Inteligência";"06.999 - Demais Subfunções Segurança Pública";"07 - Relações Exteriores";"07.212 - Cooperação Internacional";"07.999 - Demais Subfunções Relações Exteriores";"08 - Assistência Social";"08.241 - Assistência ao Idoso";"08.242 - Assistência ao Portador de Deficiência";"08.243 - Assistência à Criança e ao Adolescente";"08.244 - Assistência Comunitária";"08.999 - Demais Subfunções Assistência Social";"09 - Previdência Social";"09.271 - Previdência Básica";"09.272 - Previdência do Regime Estatutário";"09.273 - Previdência Complementar";"09.274 - Previdência Especial";"09.999 - Demais Subfunções Previdência Social";"10 - Saúde";"10.301 - Atenção Básica";"10.302 - Assistência Hospitalar e Ambulatorial";"10.303 - Suporte Profilático e Terapêutico";"10.304 - Vigilância Sanitária";"10.305 - Vigilância Epidemiológica";"10.306 - Alimentação e Nutrição";"10.999 - Demais Subfunções Saúde";"11 - Trabalho";"11.331 - Proteção e Benefícios ao Trabalhador";"11.332 - Relações de Trabalho";"11.333 - Empregabilidade";"11.334 - Fomento ao Trabalho";"11.999 - Demais Subfunções Trabalho";"12 - Educação";"12.361 - Ensino Fundamental";"12.362 - Ensino Médio";"12.363 - Ensino Profissional";"12.364 - Ensino Superior";"12.365 - Educação Infantil";"12.366 - Educação de Jovens e Adultos";"12.367 - Educação Especial";"12.368 - Educação Básica";"12.999 - Demais Subfunções Educação";"13 - Cultura";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";"13.392 - Difusão Cultural";"13.999 - Demais Subfunções Cultura";"14 - Direitos da Cidadania";"14.421 - Custódia e Reintegração Social";"14.422 - Direitos Individuais, Coletivos e Difusos";"14.423 - Assistência aos Povos Indígenas";"14.999 - Demais Subfunções Direitos da Cidadania";"15 - Urbanismo";"15.451 - Infraestrutura Urbana";"15.452 - Serviços Urbanos";"15.453 - Transportes Coletivos Urbanos";"15.999 - Demais Subfunções Urbanismo";"16 - Habitação";"16.481 - Habitação Rural";"16.482 - Habitação Urbana";"16.999 - Demais Subfunções Habitação";"17 - Saneamento";"17.511 - Saneamento Básico Rural";"17.512 - Saneamento Básico Urbano";"17.999 - Demais Subfunções Saneamento";"18 - Gestão Ambiental";"18.541 - Preservação e Conservação Ambiental";"18.542 - Controle Ambiental";"18.543 - Recuperação de Áreas Degradadas";"18.544 - Recursos Hídricos";"18.545 - Meteorologia";"18.999 - Demais Subfunções Gestão Ambiental";"19 - Ciência e Tecnologia";"19.571 - Desenvolvimento Científico";"19.572 - Desenvolvimento Tecnológico e Engenharia";"19.573 - Difusão do Conhecimento Científico e Tecnológico";"19.999 - Demais Subfunções Ciência e Tecnologia";"20 - Agricultura";"20.605 - Abastecimento";"20.606 - Extensão Rural";"20.607 - Irrigação";"20.608 - Promoção da Produção Agropecuária";"20.609 - Defesa Agropecuária";"20.999 - Demais Subfunções Agricultura";"21 - Organização Agrária";"21.631 - Reforma Agrária";"21.632 - Colonização";"21.999 - Demais Subfunções Organização Agrária";"22 - Indústria";"22.661 - Promoção Industrial";"22.662 - Produção Industrial";"22.663 - Mineração";"22.664 - Propriedade Industrial";"22.665 - Normalização e Qualidade";"22.999 - Demais Subfunções Indústria";"23 - Comércio e Serviços";"23.691 - Promoção Comercial";"23.692 - Comercialização";"23.693 - Comércio Exterior";"23.694 - Serviços Financeiros";"23.695 - Turismo";"23.999 - Demais Subfunções Comércio e Serviços";"24 - Comunicações";"24.721 - Comunicações Postais";"24.722 - Telecomunicações";"24.999 - Demais Subfunções Comunicações";"25 - Energia";"25.751 - Conservação de Energia";"25.752 - Energia Elétrica";"25.753 - Combustíveis Minerais";"25.999 - Demais Subfunções Energia";"26 - Transporte";"26.781 - Transporte Aéreo";"26.782 - Transporte Rodoviário";"26.783 - Transporte Ferroviário";"26.784 - Transporte Hidroviário";"26.785 - Transportes Especiais";"26.999 - Demais Subfunções Transporte";"27 - Desporto e Lazer";"27.811 - Desporto de Rendimento";"27.812 - Desporto Comunitário";"27.813 - Lazer";"27.999 - Demais Subfunções Desporto e Lazer";"28 - Encargos Especiais";"28.841 - Refinanciamento da Dívida Interna";"28.842 - Refinanciamento da Dívida Externa";"28.843 - Serviço da Dívida Interna";"28.844 - Serviço da Dívida Externa";"28.845 - Outras Transferências";"28.846 - Outros Encargos Especiais";"28.847 - Transferências para a Educação Básica";"28.999 - Demais Subfunções Encargos Especiais";"Despesas (Exceto Intraorçamentárias)";"Despesas (Intraorçamentárias)"
Prefeitura Municipal de Cabaceiras - PB;2503100;PB;5386;535713.68;535713.68;0;0;0;0;0;0;0;0;0;0;1167788.54;0;1057632.49;106156.05;0;0;0;0;0;0;0;4000.00;0;0;0;0;0;0;0;0;0;0;0;0;0;417049.80;7467.38;0;54884.93;139084.25;215613.24;0;0;0;0;0;0;3124749.96;1184772.17;352771.44;52298.21;0;0;0;1534908.14;0;0;0;0;0;0;4489013.44;4361543.57;0;0;3093.00;124376.87;0;0;0;0;102267.49;0;102267.49;0;0;0;0;0;0;1875561.97;156630.66;0;0;1718931.31;4000.00;0;4000.00;0;3000.00;0;3000.00;0;0;0;0;0;0;0;0;0;0;0;0;0;203235.98;0;595.00;0;0;0;202640.98;0;0;0;0;0;0;0;0;0;0;0;331998.86;0;0;0;0;331998.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126136.84;0;126136.84;0;0;366368.76;0;0;0;0;0;366368.76;0;0;12746885.32;0
Prefeitura Municipal de Ubaitaba - BA;2932200;BA;20993;1270061.58;1270061.58;0;0;0;0;0;0;132136.00;0;132136.00;0;10665762.90;0;9914972.67;678379.07;72411.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;717285.63;0;0;135407.11;581878.52;0;0;0;0;0;0;0;6684948.31;5560768.10;54461.90;97867.01;40042.94;931808.36;0;0;0;0;0;0;0;0;15539314.42;15252592.38;0;0;0;251081.25;31251.32;0;0;4389.47;618904.40;0;618904.40;0;0;0;0;0;0;395125.17;394817.47;0;0;307.70;0;0;0;0;0;0;0;0;138902.07;0;0;138902.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83460.00;39460.00;44000.00;0;0;360492.98;0;0;0;0;0;360492.98;0;0;36606393.46;0
Prefeitura Municipal de Nepomuceno - MG;3144607;MG;26812;1292258.28;1292258.28;0;0;0;0;0;0;265323.75;0;265323.75;0;4449734.14;33597.17;3115279.62;1289459.45;0;0;0;0;0;0;0;0;11397.90;0;0;0;0;0;0;0;0;0;0;0;0;1501207.32;0;0;250106.39;637807.43;613293.50;0;0;0;0;0;0;11570011.79;7912721.15;988596.54;425570.16;0;204060.52;0;2039063.42;0;0;0;0;0;0;10303219.31;0;0;0;201900.00;0;0;0;9212960.58;888358.73;1261011.25;0;1261011.25;0;0;0;0;0;0;5743050.28;3269468.02;2473582.26;0;0;0;0;0;0;2639506.31;0;1811199.19;828307.12;0;0;0;0;0;0;0;0;0;0;0;0;206014.72;0;0;0;0;0;206014.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158784.92;0;158784.92;0;0;1990746.06;0;0;0;0;0;1990746.06;0;0;41380868.13;0
Prefeitura Municipal de Lagoa Formosa - MG;3137502;MG;17962;957033.80;957033.80;0;0;0;0;0;0;0;0;0;0;6249979.75;212826.47;2860938.88;3161664.40;0;0;0;0;0;0;0;14550.00;0;0;0;0;0;31087.97;31087.97;0;0;0;0;0;0;1077595.82;22741.25;21155.50;75947.49;381514.24;576237.34;3941744.51;0;3941744.51;0;0;0;8926499.01;4167578.77;3132139.09;97834.23;491323.43;0;0;1037623.49;0;0;0;0;0;0;8894700.24;6867722.62;0;0;0;1118648.98;6131.75;0;0;902196.89;548685.84;219185.52;329500.32;0;0;0;0;0;0;4105604.37;1854443.28;2251161.09;0;0;0;0;0;0;4994628.47;140682.00;4830623.47;23323.00;882670.71;0;882670.71;0;0;0;0;0;0;0;0;0;125916.67;0;0;0;0;0;125916.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1076182.56;0;1076182.56;0;0;0;0;50095.34;0;50095.34;0;0;0;0;0;0;0;0;0;0;0;41862425.06;0
Prefeitura Municipal de Cardeal da Silva - BA;2907004;BA;9681;1057213.64;682406.26;0;374807.38;0;0;0;0;0;0;0;0;3323944.55;0;2803595.95;334284.67;0;126063.93;0;0;0;60000.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1031640.10;0;0;104971.69;721390.73;205277.68;0;0;0;0;0;0;4386995.72;3370192.36;0;0;0;0;0;1016803.36;0;0;0;0;0;0;8442765.22;8001565.23;0;0;0;5354.15;0;0;0;435845.84;450760.00;0;450760.00;0;0;0;0;0;0;2489748.47;7367.47;2232765.49;0;249615.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13040.00;0;0;0;0;0;13040.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82042.50;0;82042.50;0;0;0;0;0;0;0;0;0;36535.69;0;36535.69;0;0;465954.00;0;0;0;0;0;465954.00;0;0;21780639.89;0
Prefeitura Municipal de Jaqueira - PE;2607950;PE;11680;1000056.26;1000056.26;0;0;0;0;0;0;0;0;0;0;3891025.27;209600.00;3646732.27;0;31475.00;0;0;0;0;0;0;3218.00;0;0;0;0;0;0;0;0;0;0;0;0;0;1482919.74;0;0;317500.55;486267.40;679151.79;0;0;0;0;0;0;10208736.06;1494655.59;3744996.87;0;2610.00;109263.84;0;4857209.76;0;0;0;0;0;0;10522263.21;8730257.24;0;0;44363.95;49759.45;0;0;0;1697882.57;1027251.88;0;550300.00;476951.88;0;0;0;0;0;932348.73;193181.43;739167.30;0;0;139954.36;0;0;139954.36;0;0;0;0;89046.69;0;0;0;0;0;89046.69;0;0;0;0;0;360550.08;0;0;0;0;0;360550.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243159.77;0;0;0;0;0;243159.77;526472.12;0;509703.22;0;16768.90;744575.15;0;0;408605.11;0;0;335970.04;0;0;31168359.32;0
Prefeitura Municipal de Santa Mercedes - SP;3547106;SP;2933;448816.80;448816.80;0;0;0;0;0;0;0;0;0;0;3651423.78;0;3383790.83;267632.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1059883.82;263187.77;0;314096.59;482599.46;0;0;0;0;0;0;0;3094546.32;2653458.65;327208.53;0;77677.39;36201.75;0;0;0;0;0;0;0;0;3413098.09;2367358.82;0;0;45823.98;999915.29;0;0;0;0;24260.99;0;24260.99;0;0;0;0;0;0;957560.59;221560.00;736000.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63878.12;63878.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63978.73;0;63978.73;0;0;129112.21;0;0;0;0;0;129112.21;0;0;12906559.45;0
Prefeitura Municipal de Figueirão - MS;5003900;MS;3005;949764.56;949764.56;0;0;0;0;0;0;130192.74;0;130192.74;0;4972507.92;132792.87;4527364.89;275727.93;0;0;0;0;0;0;0;36622.23;0;0;0;0;0;0;0;0;0;0;0;0;0;925024.25;22980.00;0;98934.30;154283.70;648826.25;0;0;0;0;0;0;4258069.45;977075.89;2432440.50;0;72359.54;10783.00;0;765410.52;185612.59;185612.59;0;0;0;0;4308515.96;2720043.49;0;0;0;745865.20;0;0;0;842607.27;0;0;0;0;0;0;0;0;0;923768.45;537490.67;386277.78;0;0;2503.40;0;2503.40;0;59969.51;0;59969.51;0;66352.76;66352.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159562.58;0;0;159562.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169205.52;0;169205.52;0;0;0;0;26985.74;0;9907.04;17078.70;0;0;0;0;0;0;0;0;0;0;17138035.43;0
Prefeitura Municipal de Erval Seco - RS;4307302;RS;7834;656267.18;656267.18;0;0;0;0;0;0;107905.02;0;0;107905.02;1798694.39;295010.30;1047148.40;286126.87;0;0;0;0;0;170408.82;0;0;0;0;0;0;0;10929.98;10929.98;0;0;0;0;0;0;522418.37;5005.35;3721.56;104341.05;409350.41;0;274671.53;0;274671.53;0;0;0;3938300.83;3936646.83;0;0;1528.00;126.00;0;0;0;0;0;0;0;0;6033848.34;4047488.63;0;0;37177.56;1947588.94;1593.21;0;0;0;54534.13;0;54534.13;0;147844.57;0;147844.57;0;0;1653452.37;1023481.25;629971.12;0;0;110499.68;0;110499.68;0;139485.85;139485.85;0;0;72632.75;0;72632.75;0;0;0;0;0;0;0;0;0;1342810.45;751514.12;555992.33;29304.00;0;0;6000.00;0;0;0;0;43518.70;43518.70;0;0;0;0;0;33311.69;33311.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1285906.35;0;1285906.35;0;0;0;0;95147.57;0;95147.57;0;0;474728.29;0;0;98737.56;0;0;375990.73;0;0;18796908.04;0
Prefeitura Municipal de São Benedito do Sul - PE;2612901;PE;15105;988827.17;988827.17;0;0;0;0;0;0;0;0;0;0;4694203.10;0;4471794.42;221764.68;0;0;0;0;644.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1697478.33;14319.80;694.00;213514.60;345482.22;1123467.71;1445478.18;0;1445478.18;0;0;0;5228486.19;1971224.23;1204120.71;123441.63;220015.92;5624.73;0;1704058.97;0;0;0;0;0;0;8860318.18;8258176.47;79282.80;0;0;125480.58;76191.00;900.00;0;320287.33;926431.88;0;788454.44;137977.44;0;0;0;0;0;497871.69;256586.74;167319.71;0;73965.24;10000.00;0;10000.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300329.30;0;0;0;0;0;300329.30;0;0;0;0;0;0;0;0;0;0;0;190667.86;0;0;0;0;0;190667.86;0;0;0;0;0;0;0;0;0;48570.80;0;7499.77;0;0;0;41071.03;132477.24;0;58145.83;0;74331.41;102286.80;0;0;102286.80;0;0;0;0;0;25123426.72;1495588.71
Prefeitura Municipal de Sobradinho - RS;4320701;RS;14904;0;0;0;0;0;0;0;0;145593.98;0;145593.98;0;3108782.83;295464.68;1762162.87;547861.74;21970.05;239978.16;0;0;0;0;0;146799.94;94545.39;0;0;0;0;26653.75;0;26653.75;0;0;0;0;0;1181276.97;17406.14;8918.80;279901.95;843670.08;31380.00;2597917.31;281119.24;2290449.42;0;0;26348.65;6308783.62;5892833.47;172263.44;0;11950.11;64986.09;0;166750.51;314905.60;314905.60;0;0;0;0;8054278.70;5539847.82;0;0;105600.74;1878034.55;43239.59;113576.31;0;373979.69;275924.50;59420.80;214152.81;2350.89;0;0;0;0;0;2606096.14;1399114.78;1206981.36;0;0;63203.71;0;63203.71;0;125316.76;33824.86;91491.90;0;0;0;0;0;0;0;0;0;0;0;0;0;2233754.44;180.00;64168.18;0;0;0;2169406.26;0;0;0;0;474887.66;469317.66;5570.00;0;0;0;0;727086.53;126100.50;0;0;0;600986.03;0;0;0;0;0;280375.98;0;280375.98;0;0;1303715.07;0;1303715.07;0;0;0;0;100603.28;0;100603.28;0;0;617678.46;0;0;453672.64;0;0;122699.40;0;41306.42;30546835.29;2816113.75
Prefeitura Municipal de Estrela Dalva - MG;3124609;MG;2483;542948.13;542948.13;0;0;200232.37;0;0;200232.37;0;0;0;0;1465573.30;0;1137935.30;327638.00;0;0;0;0;0;0;0;0;0;0;0;0;0;10479.83;10479.83;0;0;0;0;0;0;327802.07;0;0;48266.65;185936.79;93598.63;417570.21;417570.21;0;0;0;0;2542490.43;2160847.76;54410.28;4988.67;13041.58;76485.53;0;232716.61;0;0;0;0;0;0;1771099.00;1318635.24;0;7084.00;0;224722.39;0;0;0;220657.37;176813.27;0;132094.77;44718.50;0;0;0;0;0;760985.37;16615.80;489227.56;0;255142.01;0;0;0;0;10678.15;0;10678.15;0;199483.70;199483.70;0;0;0;0;0;0;0;0;0;0;166183.49;0;166183.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37705.37;37705.37;0;0;0;0;0;17699.48;0;17699.48;0;0;0;0;0;0;595732.44;0;595732.44;0;0;0;0;11883.93;0;11883.93;0;0;109153.98;0;0;109153.98;0;0;0;0;0;9364514.52;0
Prefeitura Municipal de São Bento do Trairí - RN;2411700;RN;4262;545813.28;545813.28;0;0;0;0;0;0;0;0;0;0;1808224.84;0;1662955.30;145269.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;758686.47;15917.67;322.00;181200.95;561245.85;0;0;0;0;0;0;0;3013764.78;2604536.67;404189.88;0;0;0;0;5038.23;0;0;0;0;0;0;3742180.04;3022202.64;0;0;2200.00;494688.95;223088.45;0;0;0;43968.07;0;43968.07;0;0;0;0;0;0;880386.45;880386.45;0;0;0;133218.20;0;133218.20;0;0;0;0;0;24664.90;0;0;0;24664.90;0;0;0;0;0;0;0;482177.15;482177.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168681.81;0;168681.81;0;0;0;0;3264.40;0;3264.40;0;0;777158.40;0;0;777158.40;0;0;0;0;0;12382188.79;0
Prefeitura Municipal de Serra da Saudade - MG;3166600;MG;822;532299.23;524035.23;0;8264.00;0;0;0;0;50105.60;50105.60;0;0;1773843.07;8888.15;1598092.71;119480.46;315.70;0;0;0;47066.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203225.31;2762.00;1500.00;32513.77;166449.54;0;765341.41;279311.12;486030.29;0;0;0;2058961.55;1693418.96;172186.47;171220.20;16215.66;5920.26;0;0;0;0;0;0;0;0;1912168.43;1543662.91;0;0;53772.50;305017.07;9715.95;0;0;0;250306.56;186001.79;61323.77;2981.00;0;0;0;0;0;471185.99;205651.82;125387.82;140146.35;0;34577.90;34577.90;0;0;44884.13;44884.13;0;0;40362.49;40362.49;0;0;0;0;0;0;0;0;0;0;407602.73;265446.69;0;0;142156.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48572.77;48572.77;0;0;0;1021040.87;0;1021040.87;0;0;0;0;64974.09;0;64974.09;0;0;91040.78;0;0;0;0;0;91040.78;0;0;9770492.91;0
Prefeitura Municipal de Aurelino Leal - BA;2902401;BA;13301;812214.32;812214.32;0;0;373873.09;373873.09;0;0;0;0;0;0;6485794.56;0;5362653.31;1123141.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1137848.60;49302.71;0;0;1088545.89;0;0;0;0;0;0;0;6341554.33;5139941.39;1201612.94;0;0;0;0;0;0;0;0;0;0;0;10030591.63;10030591.63;0;0;0;0;0;0;0;0;1090065.48;0;1090065.48;0;0;0;0;0;0;287528.00;287098.00;430.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20317.00;0;20317.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26579787.01;0
Prefeitura Municipal de Rio dos Bois - TO;1718709;TO;2740;416829.13;416829.13;0;0;0;0;0;0;0;0;0;0;2417560.05;0;2403104.90;0;2531.25;0;0;0;0;0;0;0;11923.90;0;0;0;0;0;0;0;0;0;0;0;0;224487.71;0;0;0;224487.71;0;0;0;0;0;0;0;1601922.74;200242.54;0;0;612.24;0;0;1401067.96;0;0;0;0;0;0;2174621.15;1029943.09;0;0;0;126649.98;0;0;0;1018028.08;44294.43;0;7805.00;36489.43;0;0;0;0;0;563479.49;563479.49;0;0;0;0;0;0;0;0;0;0;0;2656.00;0;2656.00;0;0;0;0;0;0;0;0;0;958.80;0;0;0;0;0;958.80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31700.78;0;417.30;31283.48;0;0;0;0;0;0;0;0;0;0;7478510.28;0
Prefeitura Municipal de Tapira - PR;4126900;PR;5878;686877.79;686877.79;0;0;0;0;0;0;125385.42;125385.42;0;0;2093001.11;0;1753243.91;339757.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;588296.87;1750.00;21009.29;114200.91;451336.67;0;1299038.82;0;1299038.82;0;0;0;4758589.94;4328068.00;213034.59;8902.00;64745.75;143839.60;0;0;0;0;0;0;0;0;3525323.58;2816254.11;0;0;147862.64;561206.83;0;0;0;0;115797.32;0;115797.32;0;0;0;0;0;0;3092282.79;1712241.10;1380041.69;0;0;0;0;0;0;0;0;0;0;37324.71;0;37324.71;0;0;0;0;0;0;0;0;0;393433.74;0;259149.95;0;134283.79;0;0;0;0;0;0;36173.05;36173.05;0;0;0;0;0;58609.52;58609.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;448422.66;0;448422.66;0;0;0;0;92045.32;0;92045.32;0;0;403782.17;0;0;225560.66;0;0;178221.51;0;0;17754384.81;704810.38
Prefeitura Municipal de Flórida - PR;4108106;PR;2662;584982.86;584982.86;0;0;0;0;0;0;0;0;0;0;1345355.44;0;896942.88;204906.46;91477.79;0;0;0;0;152028.31;0;0;0;120.00;0;0;0;0;0;0;0;0;0;0;0;682648.49;22489.29;36000.00;125588.20;498571.00;0;957004.52;0;957004.52;0;0;0;2558986.73;2479640.28;0;0;367.33;78979.12;0;0;0;0;0;0;0;0;2278418.16;1319025.82;301.47;0;0;675291.76;65674.15;75283.31;0;142841.65;49717.88;0;49717.88;0;0;0;0;0;0;1854667.12;805972.61;981526.13;0;67168.38;267268.30;0;267268.30;0;296184.20;0;296184.20;0;3865.03;3865.03;0;0;0;0;0;0;0;0;0;0;147644.83;0;0;0;0;0;147644.83;0;0;0;0;45406.47;45406.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;352455.34;0;352455.34;0;0;0;0;145540.95;0;22907.87;122633.08;0;181885.16;84275.89;0;0;0;0;97609.27;0;0;11752151.48;470095.43
Prefeitura Municipal de Carvalhópolis - MG;3114709;MG;3523;492412.91;492412.91;0;0;0;0;0;0;0;0;0;0;1311417.81;0;1227504.02;83913.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;654063.58;29380.59;0;72010.62;512521.64;40150.73;526166.14;0;526166.14;0;0;0;2509702.63;2509702.63;0;0;0;0;0;0;45464.00;45464.00;0;0;0;0;2645323.82;2417334.18;0;0;43224.00;184765.64;0;0;0;0;377420.97;0;377420.97;0;0;0;0;0;0;1125963.02;0;1125963.02;0;0;24225.86;0;24225.86;0;0;0;0;0;41852.19;41852.19;0;0;0;0;0;0;0;0;0;0;420563.32;52065.14;350244.26;0;0;0;18253.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221906.90;0;221906.90;0;0;162107.65;0;0;0;0;0;162107.65;0;0;10558590.80;1013254.58
Prefeitura Municipal de Riachão do Dantas - SE;2805802;SE;19957;1082388.02;1082388.02;0;0;531441.56;531441.56;0;0;0;0;0;0;13902981.67;0;13490001.47;411880.20;1100.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;636445.04;0;0;301714.62;334730.42;0;0;0;0;0;0;0;520978.71;223318.75;297659.96;0;0;0;0;0;0;0;0;0;0;0;18459792.76;17656352.33;0;0;0;803440.43;0;0;0;0;81186.54;0;81186.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192349.60;0;0;0;0;192349.60;0;0;0;0;0;0;0;0;0;0;103837.50;0;0;0;0;103837.50;0;98085.55;0;98085.55;0;0;0;0;0;0;0;0;0;0;0;35609486.95;0
Prefeitura Municipal de Manoel Ribas - PR;4114500;PR;13635;0;0;0;0;155725.72;0;155725.72;0;0;0;0;0;5616069.84;351668.43;4315690.83;201112.05;148487.73;0;0;0;125520.68;199089.02;0;0;274501.10;38071.03;0;0;0;0;0;0;0;0;0;0;0;1288833.36;0;6202.62;266846.82;1015783.92;0;537462.28;0;537462.28;0;0;0;7174586.22;3762496.00;3213020.83;0;199069.39;0;0;0;0;0;0;0;0;0;6430869.90;5302748.79;0;0;0;1125998.89;2122.22;0;0;0;240457.56;0;240457.56;0;0;0;0;0;0;1790630.40;1601787.83;188842.57;0;0;0;0;0;0;0;0;0;0;93772.16;0;93772.16;0;0;0;0;0;0;0;0;0;1521794.83;0;1521794.83;0;0;0;0;0;0;0;0;153505.78;153505.78;0;0;0;0;0;0;0;0;0;0;0;0;102490.32;0;0;102490.32;364503.75;0;364503.75;0;0;3081486.79;0;3081486.79;0;0;0;0;818983.16;0;818983.16;0;0;732986.48;0;0;204350.60;0;0;528635.88;0;0;30142229.58;0
Prefeitura Municipal de São Luís do Paraitinga - SP;3550001;SP;10726;888108.03;888108.03;0;0;0;0;0;0;0;0;0;0;2986683.21;11901.69;2343041.41;521519.63;0;0;0;0;0;0;0;0;110220.48;0;0;0;0;281877.38;166870.71;115006.67;0;0;0;0;0;1011987.73;108695.89;0;47016.23;856275.61;0;419798.08;0;419798.08;0;0;0;5905933.68;5238987.49;570797.51;0;96148.68;0;0;0;0;0;0;0;0;0;12319429.28;9700385.92;1026985.44;0;0;750940.57;15591.18;15400.00;0;810126.17;690943.84;0;690943.84;0;0;0;0;0;0;2903633.86;0;2903633.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273218.73;273218.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2678315.71;0;0;0;0;2678315.71;0;0;0;0;0;0;0;0;0;0;1434567.41;0;1434567.41;0;0;0;0;114106.74;0;114106.74;0;0;59332.57;0;0;59332.57;0;0;0;0;0;31967936.25;0
