##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"02 - Judiciária";"03 - Essencial à Justiça";"04 - Administração";"05 - Defesa Nacional";"06 - Segurança Pública";"07 - Relações Exteriores";"08 - Assistência Social";"09 - Previdência Social";"10 - Saúde";"11 - Trabalho";"12 - Educação";"13 - Cultura";"14 - Direitos da Cidadania";"15 - Urbanismo";"16 - Habitação";"17 - Saneamento";"18 - Gestão Ambiental";"19 - Ciência e Tecnologia";"20 - Agricultura";"21 - Organização Agrária";"22 - Indústria";"23 - Comércio e Serviços";"24 - Comunicações";"25 - Energia";"26 - Transporte";"27 - Desporto e Lazer";"28 - Encargos Especiais";"Despesas (Intraorçamentárias)";lof_absoluto_com_pop;lof_absoluto_sem_pop;lof_absoluto_suav;lof_absoluto_suav_norm;lof_relativo;lof_relativo_norm
Prefeitura Municipal de São Félix - BA;2929008;BA;15049;969010.51;14376.28;0;3326915.51;0;27805.16;0;759092.42;0;15434490.15;0;8190438.96;143732.39;0;3345922.30;0;0;0;0;54837.00;0;0;0;0;0;0;0;0;0;1.34;1.34;1.14;1.07;1.28;1.48
Prefeitura Municipal de Indiara - GO;5209952;GO;14729;1721546.30;24260.06;0;6781110.58;0;235594.81;0;1196603.68;2951518.67;6705619.01;0;12434749.76;180767.41;0;4025439.27;0;557875.36;39045.28;0;295835.77;0;0;13366.53;0;0;1841164.34;273810.68;83395.15;0;1.25;1.25;1.01;1.03;1.22;1.21
Prefeitura Municipal de Campo Magro - PR;4104253;PR;27143;0;152065.36;0;14600046.95;0;0;0;2151237.37;0;10241167.46;2349.10;13546179.39;82532.80;0;3145533.88;86574.19;0;1044435.44;0;427042.60;0;49495.69;0;0;0;352397.22;215400.20;1028226.79;0;1.23;1.23;1.10;1.15;1.09;1.30
Prefeitura Municipal de São Manuel - SP;3550100;SP;40200;2168631.76;0;0;8848260.24;0;1380808.31;0;2746871.19;7204825.34;20559339.21;0;20683330.39;735983.67;0;5779565.66;905000.00;0;0;0;0;0;0;833813.24;0;1226760.22;756258.70;1291116.54;2380024.61;8265772.63;1.11;1.11;1.29;1.27;1.04;1.30
Prefeitura Municipal de Salvador das Missões - RS;4316477;RS;2766;496386.00;0;0;2605656.32;0;6100.10;0;215162.82;911080.75;2835606.30;0;2226759.31;24507.06;0;509876.77;0;356440.23;0;0;999706.97;0;0;40.00;0;58496.22;446742.68;68861.73;92167.06;1086235.39;1.13;1.13;1.03;1.07;1.19;1.43
Prefeitura Municipal de Edealina - GO;5207352;GO;3816;869976.08;0;0;2932656.15;0;36848.00;0;1394099.55;1521544.25;3886435.71;0;5154452.19;0;0;1445781.30;0;0;4800.00;0;9226.00;0;0;0;0;0;875422.70;22180.60;429746.14;0;1.14;1.14;1.11;1.09;1.13;1.38
Prefeitura Municipal de Schroeder - SC;4217402;SC;18186;1702599.59;0;0;3611980.82;0;118283.29;0;1282612.96;0;7989295.61;0;11105416.04;358296.50;0;3028981.14;3756.76;1747037.91;1027847.59;0;730445.24;0;235850.95;97982.57;0;517876.60;0;620542.50;1343811.84;20659.18;1.07;1.07;1.15;1.13;1.14;1.34
Prefeitura Municipal de Gongogi - BA;2911501;BA;8212;588611.39;3400.00;0;4340707.51;0;0;0;355796.27;0;3468364.51;0;6391588.77;0;0;326092.05;0;0;0;0;15154.66;0;0;0;0;0;0;0;343366.29;0;1.06;1.06;1.16;1.10;1.02;1.05
Prefeitura Municipal de Tesouro - MT;5108105;MT;3498;438632.07;0;0;3203377.27;0;0;0;426412.68;0;2485297.56;105000.89;1751019.88;198965.00;0;110359.86;0;94595.15;0;0;320053.89;0;16520.00;19363.09;0;1256.60;423919.64;3643.98;23535.58;0;1.07;1.07;1.20;1.19;1.14;1.41
Prefeitura Municipal de Lauro Muller - SC;4209607;SC;14919;1265358.85;0;0;5415187.49;0;107989.01;0;1127516.11;0;8847868.88;0;8366390.49;229856.16;0;1520600.33;225211.28;691557.47;0;0;743269.30;0;57569.92;23944.00;0;0;2893391.17;426698.54;301319.38;0;1.07;1.07;1.03;1.04;1.04;1.16
Prefeitura Municipal de Indiana - SP;3520608;SP;4946;470687.17;0;0;1543156.49;0;0;0;711754.79;0;2983406.99;0;3394475.65;0;0;918652.90;0;588739.28;0;0;217553.68;0;0;0;0;0;958969.46;79447.48;504300.58;0;1.03;1.03;1.08;1.08;1.07;1.20
Prefeitura Municipal de Amparo do Serra - MG;3102506;MG;4997;541304.10;0;0;1196081.13;0;0;0;497367.75;643051.09;2841414.10;118523.49;2886237.26;306725.77;14382.94;883194.56;0;36844.36;946.17;0;378308.18;39077.52;0;0;11417.94;0;228055.27;50769.83;32593.25;0;0.98;0.98;1.40;2.07;1.02;1.94
Prefeitura Municipal de Eliseu Martins - PI;2203602;PI;4791;424936.81;0;0;2130150.09;0;0;0;461453.90;0;3009020.00;0;3231098.46;73677.82;1400.00;445723.75;0;58761.66;25816.00;0;144495.70;0;0;0;47171.32;0;5900.71;29524.55;53845.60;0;0.99;0.99;1.09;1.09;1.02;1.44
Prefeitura Municipal de Cajuri - MG;3110202;MG;4128;622490.45;0;0;1220138.25;0;0;0;438214.92;96298.37;2891588.55;123344.25;3390302.82;516553.77;0;990359.93;46136.80;80838.73;831.66;0;229791.75;0;0;0;0;0;629853.83;34323.70;41851.46;0;1.00;1.00;1.11;1.08;1.06;1.44
Prefeitura Municipal de Santo Antônio do Içá - AM;1303700;AM;24005;1519073.30;0;0;6371563.94;0;155045.33;0;1316615.19;0;8742508.87;0;18587863.98;27144.00;0;8151497.38;0;0;0;0;580617.28;0;0;0;0;0;111630.00;581625.90;573802.61;0;1.17;1.17;1.03;1.08;1.16;1.16
Prefeitura Municipal de Aracaju - SE;2800308;SE;623766;45521388.91;0;13389985.71;141721543.54;0;27027288.65;0;32022603.37;164865762.35;439649486.74;4381205.56;155760540.00;15808034.08;319872.28;222352549.53;2975262.17;398917.63;6945008.12;0;0;0;0;0;0;0;0;4052763.32;16159962.84;176839460.13;1.95;1.95;1.16;1.16;1.50;1.61
Prefeitura Municipal de Padre Paraíso - MG;3146305;MG;19859;896955.98;229064.12;0;4088888.31;19007.57;3688.95;0;1074334.71;625919.61;9033384.39;189251.24;8824196.10;52233.86;0;2072190.09;0;60203.57;1720.00;0;79653.81;810.00;0;109374.56;1679.50;0;43323.92;149080.13;488187.12;665036.37;1.01;1.01;1.10;1.66;0.97;1.15
Prefeitura Municipal de Sarapuí - SP;3551108;SP;9734;602051.70;0;0;2702345.29;0;0;0;700779.71;0;5172020.20;0;8157272.93;328670.51;100126.81;2326591.23;0;0;0;0;742.70;0;0;0;0;0;0;0;781646.38;0;0.99;0.99;1.23;1.24;1.02;1.24
Prefeitura Municipal de Ecoporanga - ES;3202108;ES;24299;1995505.49;0;0;6516550.85;0;109.96;0;1993302.13;0;11885432.76;0;17181218.04;61229.55;0;8653698.12;22000.00;0;674513.15;0;1198589.47;0;0;0;0;0;0;119212.86;256060.00;0;1.12;1.12;1.05;1.08;1.08;1.19
Prefeitura Municipal de Floresta - PR;4107900;PR;6397;728819.18;150.00;0;2002029.82;172.80;0;0;405444.64;1016722.60;4478367.71;0;4640149.98;1915.26;0;1068426.99;0;0;525.30;0;377894.19;0;0;0;0;0;1808662.19;94366.48;165140.39;10945.57;1.08;1.08;0.99;1.24;1.09;1.21
Prefeitura Municipal de Pirapozinho - SP;3539202;SP;26374;1680697.26;0;0;5696240.88;0;269817.44;0;2651300.66;0;12960993.50;0;17456263.20;0;0;8132261.30;0;126854.49;7392.00;0;279494.18;0;0;0;0;0;0;877476.49;1657110.81;0;1.05;1.05;1.24;1.25;1.07;1.19
Prefeitura Municipal de Paulo Frontin - PR;4118709;PR;7256;0;0;0;2132136.39;0;0;0;990321.50;161518.13;4413998.96;0;4444962.04;28180.78;0;130188.47;0;0;0;0;412887.83;0;13430.40;0;0;74616.30;2089740.81;0;350288.70;0;1.09;1.09;1.27;1.23;1.06;1.17
Prefeitura Municipal de Afrânio - PE;2600203;PE;18831;1266386.46;136376.52;0;4993565.60;0;350.00;0;1208084.11;952104.45;8382124.14;0;15202714.23;0;0;916323.69;0;14819.50;0;0;466148.92;0;0;0;0;0;42300.00;41079.50;398825.81;0;1.01;1.01;1.20;1.11;1.00;1.03
Prefeitura Municipal de Açu - RN;2400208;RN;56829;3133756.09;0;0;16507918.84;0;0;0;3883731.34;0;22878918.73;0;23669459.39;6823.48;0;6628321.74;0;0;251567.41;0;426119.99;0;0;757064.10;0;0;0;243419.94;1654541.23;0;1.10;1.10;1.05;1.14;1.01;1.02
Prefeitura Municipal de Catuti - MG;3115474;MG;5187;581542.46;4133.85;0;1796407.54;0;12864.39;0;497612.37;0;3584901.56;0;3438318.23;381006.99;0;1264299.10;31555.00;306217.59;0;0;151389.84;0;0;0;11049.95;0;459906.44;48673.55;669982.65;0;1.01;1.01;1.10;1.06;1.02;1.24
Prefeitura Municipal de Luminárias - MG;3138708;MG;5571;0;0;3342.12;2037323.11;0;9564.92;0;366189.58;0;2818060.57;0;2281118.00;472414.98;0;1184111.46;0;230294.39;0;0;100100.00;0;0;28635.30;0;138714.38;352365.29;33433.75;126897.74;0;1.03;1.03;1.12;1.17;1.12;1.25
Prefeitura Municipal de Cristinápolis - SE;2801702;SE;17726;1075965.13;40707.21;0;13467661.44;0;0;0;392179.68;0;4378079.40;0;17154627.14;294548.51;0;204971.30;0;58474.12;157396.09;0;0;0;0;6307.00;0;0;0;45167.52;0;0;1.38;1.38;1.17;1.14;1.36;1.21
Prefeitura Municipal de Marcos Parente - PI;2206001;PI;4482;0;0;0;1779046.35;0;0;0;640643.66;243382.15;2346456.92;0;3003800.18;220087.42;0;451408.37;0;1221301.45;0;0;126767.49;0;0;0;9600.00;146439.56;7354.12;135999.07;0;0;1.33;1.33;1.09;1.11;1.40;1.42
Prefeitura Municipal de Constantina - RS;4305801;RS;10086;776205.15;0;0;2686414.26;0;0;0;668536.18;391923.29;5317247.81;140354.56;5791927.14;209640.56;97026.22;584411.63;38899.03;0;0;0;2246918.41;0;0;0;21514.87;0;2688446.95;76772.87;0;1459945.31;1.22;1.22;1.27;1.26;1.11;1.46
Prefeitura Municipal de Campanha - MG;3110905;MG;16325;1052666.97;153230.84;0;3115571.69;0;69292.64;0;641394.07;2078394.73;6644603.42;98881.58;6176012.92;1509881.45;16254.90;1866146.55;11626.99;0;114041.27;0;423975.95;0;77860.04;37302.62;16307.48;0;704869.50;98928.05;611017.39;1214852.86;1.13;1.13;1.09;1.14;1.01;1.33
Prefeitura Municipal de Deputado Irapuan Pinheiro - CE;2304269;CE;9403;770257.87;0;0;2357600.45;0;0;0;1356440.38;46476.00;4470276.06;15281.33;6268132.80;169035.00;0;1062344.16;0;959920.53;0;0;794088.01;0;0;0;0;21950.00;0;230438.66;256156.34;0;1.07;1.07;1.19;1.13;1.16;1.13
Prefeitura Municipal de Sulina - PR;4126652;PR;3329;0;0;0;2102727.61;0;0;0;688848.52;0;2655946.68;0;2099261.20;54154.84;0;971125.20;0;39688.80;0;0;727017.15;0;0;2573.00;0;0;2620876.45;189563.01;388807.88;0;1.13;1.13;1.04;1.04;1.27;1.28
Prefeitura Municipal de Capelinha - MG;3112307;MG;37041;2117951.36;640755.05;0;3088427.37;14547.00;45467.11;0;2840666.37;0;12400478.65;0;11681994.37;937628.32;0;3768517.57;0;7353.62;397996.19;0;965747.08;0;0;0;22279.13;0;820851.94;199773.29;3238440.37;0;1.14;1.14;1.07;1.02;1.08;1.23
Prefeitura Municipal de Santo Amaro - BA;2928604;BA;61559;2675559.79;0;0;13459361.38;0;0;0;2851046.20;0;14371083.56;0;37107515.70;6431642.65;1032173.96;1535489.43;0;5552310.83;0;0;543141.13;0;133174.86;0;0;53541.40;0;390518.15;0;0;1.26;1.26;1.47;1.38;1.26;1.87
Prefeitura Municipal de Cruzeiro do Sul - AC;1200203;AC;80953;0;18339.43;0;18110868.39;0;0;0;4139411.19;1081797.38;28049217.97;0;48417874.86;273472.53;0;7319082.10;0;73408.38;13717.76;0;1227627.88;0;0;0;0;0;4704634.46;1818542.78;2877629.35;0;1.06;1.06;1.21;1.24;0.99;1.04
Prefeitura Municipal de Manoel Emídio - PI;2205904;PI;5262;455185.89;0;0;2158853.85;0;0;0;388430.61;252897.69;3094485.51;0;4082265.76;205201.98;0;1088576.52;0;0;26912.28;0;10330.00;0;0;0;2108.00;24722.08;157533.90;359110.22;103837.16;0;0.98;0.98;1.04;1.05;1.02;1.14
Prefeitura Municipal de Nova Fátima - BA;2922730;BA;8105;592750.95;0;0;1950290.70;0;0;0;861676.16;0;4233033.13;0;5660648.66;0;259280.00;1682211.77;0;5687.50;0;0;52750.40;0;0;0;0;10129.54;0;30184.32;0;0;1.00;1.00;1.22;1.23;1.01;1.96
Prefeitura Municipal de Sumidouro - RJ;3305703;RJ;15099;1984951.14;0;0;9052149.39;0;145113.61;0;2020684.07;3617477.13;11789156.83;0;9735626.16;5352.59;0;5160507.85;0;0;15543.00;0;1145386.94;0;25000.00;0;0;0;357212.26;868719.18;0;0;1.17;1.17;1.12;1.17;1.10;1.20
Prefeitura Municipal de Anta Gorda - RS;4300703;RS;6228;515362.40;0;0;1501131.14;0;0;0;377100.54;1145374.18;3313396.23;0;2801230.80;74680.28;0;407003.22;0;19892.12;77934.02;0;1893466.52;0;116092.19;443904.60;232998.77;0;3178412.98;67737.35;512526.28;0;1.32;1.32;1.09;1.08;1.49;1.97
Prefeitura Municipal de São Gonçalo do Abaeté - MG;3161700;MG;6717;0;36962.00;0;2810844.88;0;66330.76;0;514513.74;621875.86;3574942.17;0;5011374.11;26549.98;0;1955426.00;0;53509.57;0;0;167985.06;0;0;11507.46;29389.77;123803.38;1119153.32;88628.73;636023.38;0;1.12;1.12;1.14;1.11;1.18;1.37
Prefeitura Municipal de Ibirité - MG;3129806;MG;171932;8892740.81;0;1159043.99;26230859.73;0;8939.54;0;8384023.74;6970563.96;85447477.00;2483.00;66433612.72;1359255.92;0;29746185.77;0;180809.80;185198.80;0;60000.00;0;0;0;0;1971543.33;6969727.86;5588079.82;4548845.27;9676536.25;1.12;1.12;1.24;1.18;1.00;1.15
Prefeitura Municipal de Itá - SC;4208005;SC;6383;675418.14;0;0;2790894.31;0;98542.01;0;1474713.23;0;7088494.91;0;7842808.29;1263801.20;0;2014253.67;33345.92;815924.38;171670.68;0;2050976.20;0;29498.47;2098225.16;0;0;2072108.14;511503.62;2688787.33;0;1.43;1.43;1.01;1.02;1.41;2.21
Prefeitura Municipal de Aparecida do Rio Doce - GO;5201454;GO;2505;792953.51;0;0;2106985.12;0;3000.00;0;575024.86;954952.22;2690530.25;0;4003771.02;44385.00;0;1022160.04;154693.04;0;61978.00;0;62877.26;0;0;0;0;0;390580.85;12787.46;483534.51;0;1.07;1.07;1.08;1.05;1.17;1.45
Prefeitura Municipal de Cacimba de Dentro - PB;2503506;PB;17145;872005.97;0;0;3279862.46;0;0;0;800169.43;0;6221748.32;0;10811184.47;315607.75;0;3336975.49;0;0;0;0;53400.20;0;0;31400.00;0;0;0;246652.46;526569.28;0;1.00;1.00;1.01;1.01;0.98;0.97
Prefeitura Municipal de Parnamirim - RN;2403251;RN;235983;14346437.40;0;1905499.88;71440375.92;0;0;0;12354461.60;0;97299674.46;0;108852525.97;0;0;48483602.89;1815429.62;0;1757783.67;0;0;0;0;0;0;0;26700.00;2538767.28;0;0;1.24;1.24;1.53;1.48;1.06;1.18
Prefeitura Municipal de Piçarra - PA;1505635;PA;12697;0;0;0;1869571.60;0;0;0;998610.52;0;4832418.75;0;12660420.75;52182.21;0;4700691.04;0;0;376688.36;0;352496.13;0;0;0;0;0;0;120988.35;359774.37;0;1.21;1.21;1.06;1.07;1.30;1.39
Prefeitura Municipal de Alvorada do Gurguéia - PI;2200459;PI;5249;455854.80;0;0;2363918.62;0;0;0;567566.76;0;3800887.49;0;5515809.81;156380.65;0;126043.08;0;25380.92;0;0;79220.00;0;0;0;0;0;0;0;0;0;1.03;1.03;1.09;1.07;1.14;1.26
Prefeitura Municipal de Abreu e Lima - PE;2600054;PE;98201;5661189.33;1339686.88;0;14089265.12;0;0;0;3786486.87;98393.49;37267277.56;0;23944449.40;2464330.08;0;23283697.63;10000.00;0;0;0;134194.00;0;0;178189.86;0;0;0;115696.03;4521438.63;0;1.35;1.35;1.24;1.23;1.14;1.22
Prefeitura Municipal de Hugo Napoleão - PI;2204600;PI;3811;395009.65;0;0;1695704.22;0;0;0;456839.46;0;2018238.90;0;2291011.69;3892.64;0;1338132.03;0;102531.00;0;0;335079.27;0;0;0;1257.29;106818.60;40693.74;157361.38;191603.88;0;1.00;1.00;1.02;1.02;1.09;1.26
Prefeitura Municipal de Mercês - MG;3141603;MG;10784;679533.87;0;0;1308118.99;0;15316.29;0;632230.82;1026153.02;4624940.67;0;4601691.56;270383.24;0;1209363.86;0;7515.12;8393.83;0;182321.21;0;0;0;3840.10;0;1532149.25;168555.77;471455.91;468321.26;1.10;1.10;1.03;1.03;1.05;1.04
Prefeitura Municipal de Cachoeira de Minas - MG;3109709;MG;11525;436226.06;0;0;1445624.38;0;0;0;656980.43;319736.44;5340007.95;0;5491341.27;411766.25;0;2363017.81;42255.15;71292.98;16177.94;0;900.00;0;190915.81;62520.00;0;0;712557.83;132389.07;473546.69;0;1.06;1.06;1.06;1.05;1.00;1.21
Prefeitura Municipal de São Sebastião da Grama - SP;3550803;SP;12374;559424.06;0;0;3566836.41;0;380279.12;0;2015542.42;0;8769299.73;0;8217778.28;729079.73;0;3124355.07;148333.10;453594.62;1273.90;0;230707.27;0;4666.15;0;0;48055.42;403033.88;367543.37;0;0;1.03;1.03;1.10;1.12;1.02;1.40
Prefeitura Municipal de Paraíso do Norte - PR;4118006;PR;12839;816856.73;0;0;2229989.04;0;25000.00;0;1413678.25;0;5184477.38;201071.66;7214207.09;524812.01;0;4542042.81;24388.51;91177.82;126013.62;0;854263.22;0;30814.24;0;0;0;0;201186.33;435284.10;0;1.17;1.17;1.17;1.18;1.15;1.28
Prefeitura Municipal de Belágua - MA;2101731;MA;7191;0;0;0;2999990.80;0;0;0;620917.04;26531.86;4467375.22;0;9243763.51;154505.00;0;25258.76;0;671202.61;0;0;42948.67;0;0;0;0;0;463591.52;100923.63;0;0;1.05;1.05;1.06;1.08;1.30;1.43
Prefeitura Municipal de Anitápolis - SC;4201109;SC;3256;669310.25;0;0;1427300.96;0;9237.00;0;107061.00;804242.23;2212989.01;0;3015220.74;12950.91;0;0;0;424334.47;0;0;656418.59;0;0;13388.22;0;50798.40;3012821.47;72447.03;250868.37;91803.62;1.30;1.30;1.25;1.19;1.38;1.44
Prefeitura Municipal de Rio do Sul - SC;4214805;SC;66251;3517163.03;1011418.99;0;13203747.93;0;3453089.81;0;3748650.14;6404373.61;71398772.59;0;42376421.00;2281785.91;88156.81;14749404.84;0;0;3577500.43;0;1380636.86;0;0;686451.25;0;1996413.29;0;2688616.92;4199604.96;8300744.57;1.21;1.21;1.26;1.18;1.24;1.39
Prefeitura Municipal de Dores de Guanhães - MG;3123106;MG;5335;584360.87;0;0;2190275.65;0;33349.42;0;638658.87;222214.86;4356755.63;0;3358209.78;674488.20;0;2591381.66;0;440864.27;354342.57;0;54413.28;0;0;51265.92;74574.25;146882.83;309587.42;91353.11;221402.72;0;1.12;1.12;1.00;1.00;1.11;1.60
Prefeitura Municipal de Novo Jardim - TO;1715259;TO;2625;441048.02;0;0;1726307.89;0;4013.92;0;576021.78;0;1558005.56;0;2054353.27;84.04;0;948721.22;0;0;250800.40;0;234349.65;0;0;0;880.20;65605.32;167313.85;108335.95;0;0;1.03;1.03;1.09;1.11;1.11;1.31
Prefeitura Municipal de Vitor Meireles - SC;4219358;SC;5156;525479.80;0;0;1516691.44;0;459703.05;0;749708.58;0;3617928.09;0;4347003.41;282390.01;0;467029.58;28437.41;2144.65;9779.72;0;596819.20;0;0;11315.55;19975.00;0;2013200.57;359947.63;460859.00;0;1.09;1.09;1.02;1.03;1.11;1.46
Prefeitura Municipal de Aracitaba - MG;3103306;MG;2112;552437.98;0;0;1347091.45;0;16462.86;0;286035.01;549245.87;1924261.17;0;1276876.86;348898.60;0;608807.37;45591.00;313384.13;0;0;255297.98;0;0;14183.22;24257.22;78318.71;352332.93;6212.80;93492.79;0;1.09;1.09;1.03;1.05;1.18;1.57
Prefeitura Municipal de Vitória de Santo Antão - PE;2616407;PE;134871;6764610.93;1821900.19;0;30907146.39;0;12851.64;0;7435217.64;19572005.07;51218424.56;0;63247875.91;4599921.21;0;17433139.74;0;0;137061.19;3937.00;200388.60;0;379786.55;8286.16;0;0;575056.35;65091.37;4092151.82;0;1.12;1.12;1.17;1.26;1.01;1.05
Prefeitura Municipal de Cabreúva - SP;3508405;SP;45830;1708744.23;0;756166.93;10500136.02;0;4323909.59;0;5257513.76;0;31217702.39;0;45184746.81;2023367.01;0;13909145.07;0;623287.14;706575.48;0;761195.11;0;0;259412.34;0;0;1535216.04;1900490.27;16588606.84;0;1.21;1.21;1.17;1.09;1.55;1.73
Prefeitura Municipal de Vila Propício - GO;5222302;GO;5520;931879.08;0;0;2167077.84;0;0;0;1025383.29;0;3688937.56;0;5231177.75;0;0;2845535.03;0;30930.90;450.00;0;130443.20;0;0;360072.22;0;0;105581.52;46589.57;220679.16;0;1.10;1.10;1.09;1.09;1.10;1.31
Prefeitura Municipal de Coronel Vivida - PR;4106506;PR;21939;0;0;0;4470001.56;0;220326.99;0;1934908.76;0;14809033.94;0;13428969.19;78664.23;0;3374712.42;60112.05;4979.00;219440.04;0;2197833.18;0;345479.76;0;0;0;3055120.69;688997.32;1039598.19;0;1.12;1.12;1.07;1.06;1.05;1.19
Prefeitura Municipal de Santa Terezinha do Tocantins - TO;1720002;TO;2545;392304.50;15000.00;0;1530420.54;0;0;0;500070.45;38291.40;1970129.67;0;2275226.92;194501.49;0;358135.22;0;0;195098.12;0;513628.16;0;0;0;0;63283.38;0;216755.83;96587.86;0;1.01;1.01;1.11;1.14;1.08;1.34
Prefeitura Municipal de Santa Isabel - SP;3546801;SP;54363;4361919.92;0;0;10136474.67;0;1564606.69;0;3594700.49;0;33597419.33;0;40267639.73;1197067.06;0;13026453.14;14253.01;3788203.47;0;0;1172768.29;0;0;23135.64;0;0;0;931879.23;1191659.62;0;1.05;1.05;1.17;1.17;1.07;1.26
Prefeitura Municipal de Itanhangá - MT;5104542;MT;5950;684000.00;5000.00;0;2311020.93;0;0;0;599322.49;0;3868325.98;144703.68;4669140.70;13570.00;0;631042.83;0;294698.29;0;0;110192.19;0;0;0;0;54128.83;1322848.05;41106.33;33430.93;0;1.05;1.05;1.14;1.11;1.05;1.33
Prefeitura Municipal de Boa Vista do Buricá - RS;4302204;RS;6808;430761.56;0;0;1266032.11;0;6000.00;0;522337.57;1138978.23;4186651.26;0;5008941.25;39496.57;0;733918.82;0;189946.17;5784.93;0;1036385.59;0;3200.00;107631.24;174885.90;197849.90;1659543.82;111418.27;935904.36;1245875.81;1.16;1.16;1.02;1.03;1.19;1.59
Prefeitura Municipal de Novo Itacolomi - PR;4117297;PR;2906;0;0;0;1873839.40;0;1431.00;0;569369.09;0;2676711.54;0;2130899.43;140326.47;0;983604.46;0;0;28806.42;0;225662.80;0;103400.00;0;0;0;717257.42;139926.67;105191.64;374521.65;1.00;1.00;1.04;1.04;1.07;1.26
Prefeitura Municipal de Mimoso de Goiás - GO;5213053;GO;2723;662956.93;27440.44;0;2036817.81;0;68644.66;0;748149.30;0;2194487.18;0;2626092.77;6718.00;0;453437.08;0;0;49832.26;0;476187.43;0;0;79172.33;0;0;1121019.37;15385.00;157381.91;0;1.00;1.00;1.07;1.08;1.07;1.20
Prefeitura Municipal de São Miguel da Baixa Grande - PI;2210383;PI;2407;393630.91;0;0;1466134.43;0;0;0;417665.97;832826.31;1547571.26;0;2011253.66;11180.00;0;2180.00;0;0;0;0;64034.00;0;0;0;0;112034.60;432455.74;227151.62;0;0;1.13;1.13;1.10;1.23;1.25;1.52
Prefeitura Municipal de Doutor Camargo - PR;4107306;PR;6036;0;172544.45;0;3833532.30;0;2090.05;0;604684.22;0;3822119.57;416610.08;2878341.47;55407.53;0;147981.44;0;0;2348.06;0;953603.45;0;169338.91;0;0;265902.48;0;186461.64;0;0;1.16;1.16;1.30;1.30;1.18;1.95
Prefeitura Municipal de Bossoroca - RS;4302501;RS;6912;644526.33;0;0;3994689.66;0;0;0;823199.47;1686447.26;4121773.21;0;4848336.04;78333.05;0;282635.40;0;21049.04;0;0;160053.24;0;0;2178.00;0;0;348071.12;17726.31;842062.75;1938100.20;1.19;1.19;0.98;0.98;1.16;1.24
Prefeitura Municipal de Cedral - SP;3511300;SP;8662;986672.85;143961.96;0;3200888.68;0;0;0;1101928.10;679335.55;6333696.03;0;9349309.15;722325.30;0;2836940.23;4396521.34;1144191.44;310184.07;0;144705.78;0;0;0;0;338174.95;849340.56;204502.91;726580.17;0;1.89;1.89;1.07;1.07;1.84;2.23
Prefeitura Municipal de Caturité - PB;2504355;PB;4747;556874.63;0;0;986776.55;0;0;0;413431.73;0;3372139.19;0;4317609.87;154503.75;0;864399.15;0;0;0;0;676224.19;0;0;0;0;0;0;270887.21;487249.12;0;1.05;1.05;0.98;0.98;1.14;1.25
Prefeitura Municipal de Silveira Martins - RS;4320651;RS;2491;347420.53;0;0;2225250.93;0;7900.00;0;245816.63;708623.59;2040840.12;0;1632904.61;60468.50;0;577210.86;0;0;0;0;394200.56;0;0;65184.94;0;0;380551.48;68106.84;149809.77;727063.11;1.03;1.03;1.07;1.07;1.09;1.20
Prefeitura Municipal de Pompéia - SP;3540002;SP;21220;1808817.69;0;0;7803504.33;0;0;0;3307077.59;1254668.16;15687986.06;0;16549025.63;246440.47;0;8211517.31;0;4263237.07;186470.95;0;142608.20;0;0;0;0;0;1815753.67;2026012.65;791379.67;0;1.12;1.12;1.00;1.02;1.10;1.25
Prefeitura Municipal de Barroquinha - CE;2302057;CE;14800;1021133.01;0;0;4057137.25;0;114982.22;0;1229219.92;0;6052325.38;0;12397134.02;192788.80;0;507967.20;0;954801.10;0;0;0;0;0;737617.98;0;172539.55;0;382844.76;237118.34;0;1.02;1.02;1.24;1.19;1.01;1.51
Prefeitura Municipal de União Paulista - SP;3555703;SP;1733;517674.61;0;0;1739091.08;0;0;0;734800.75;494203.97;2636401.49;0;2004756.12;680.00;0;837148.44;127050.00;0;0;0;339380.49;0;0;0;0;0;524677.83;225538.52;10.00;558612.00;0.99;0.99;1.12;1.13;1.12;1.34
Prefeitura Municipal de Recursolândia - TO;1718501;TO;4081;414401.42;0;0;1366746.97;0;13585.19;0;605394.58;301584.60;1792440.83;0;4236348.83;142000.00;0;407477.04;0;21821.91;19036.46;0;154501.10;0;0;0;72.55;24779.40;241058.40;19415.79;0;0;1.05;1.05;1.03;1.06;1.10;1.18
Prefeitura Municipal de Canoinhas - SC;4203808;SC;54079;2629585.03;0;0;8331683.91;0;214681.61;0;3569298.68;0;30208387.94;0;34215333.75;423489.76;0;11997161.69;421236.23;39670.50;2978702.43;0;1377449.08;0;0;1146648.96;0;0;33390.00;730104.72;3780800.66;0;1.06;1.06;1.03;1.06;1.07;1.26
Prefeitura Municipal de Desterro - PB;2505402;PB;8225;574739.00;0;0;2444652.79;0;0;0;892953.83;1494548.82;2941289.00;170681.90;3340110.78;17977.84;0;1033615.93;0;0;233828.68;0;336478.99;0;0;0;0;10533.50;0;213238.25;294645.31;0;1.14;1.14;1.13;1.14;1.09;1.23
